Gene	L11.D8.Tox.KO1.Tim3p_S11	L13.D8.Tox.KO2.Tim3p_S13	L15.D8.Tox.KO3.Tim3p_S15	L17.D8.Tox.KO4.Tim3p_S2	L19.D8.Tox.KO5.Tim3p_S4	L1.D8.Tox.WT1.Tim3p_S1	L3.D8.Tox.WT2.Tim3p_S3	L5.D8.Tox.WT3.Tim3p_S5	L7.D8.Tox.WT4.Tim3p_S7	L9.D8.Tox.WT5.Tim3p_S9
Akap11	147	310	268	226	215	342	243	245	240	225
Akap12	417	458	249	468	348	854	524	248	360	630
Akap13	8354	8190	7322	9096	5890	14324	10069	5965	7282	7250
Akap14	3	1	0	6	2	4	2	7	10	2
Akap17b	97	120	162	50	31	73	77	69	51	115
Akap2	3	0	0	3	0	0	1	1	0	1
Akap3	1	0	0	0	0	0	0	0	0	0
Akap4	0	0	0	0	0	0	0	0	0	0
Akap5	38	42	38	26	23	19	14	22	40	38
Akap6	0	6	0	7	0	2	1	1	0	1
Akap7	123	74	113	48	30	16	67	186	86	106
Akap8	3723	3690	3528	2875	1814	3155	3028	2790	2589	3528
Akap8l	1480	1695	1747	1228	652	1168	1224	1220	1187	1501
Akap9	1317	1514	1218	1335	720	1775	1549	1577	1394	1066
Akip1	802	801	856	553	379	640	646	720	526	868
Akirin1	2431	2569	2240	1928	1547	2473	2134	2008	1983	2095
Akirin1-ps	0	1	1	0	1	1	0	0	0	0
Akirin2	867	982	990	511	416	613	710	601	598	759
Akna	14664	14955	11879	11814	9387	20223	15572	8462	11512	14157
Aknad1	7	0	0	7	6	0	0	0	0	0
Aknaos	14	2	3	5	2	7	2	5	5	7
Akp-ps1	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0
Akr1a1	10202	10578	11011	7199	4668	8458	9501	13963	10114	9263
Akr1b10	718	727	705	523	301	599	580	904	669	791
Akr1b3	2652	2931	2427	2794	2126	3321	2831	2732	2445	2175
Akr1b7	5	0	3	0	2	0	3	0	3	0
Akr1b8	12	30	17	15	24	33	35	32	24	53
Akr1c12	10	12	5	6	7	7	10	12	3	6
Akr1c13	216	182	204	158	107	244	213	203	156	246
Akr1c14	0	0	0	0	0	0	0	0	0	0
Akr1c18	0	0	0	0	0	0	0	1	0	0
Akr1c19	0	0	0	0	0	0	0	0	0	0
Akr1c20	0	0	0	0	0	0	0	0	0	0
Akr1c21	0	0	0	0	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0	0	0
Akr1d1	0	0	0	0	0	0	0	0	0	0
Akr1e1	354	463	287	266	214	304	229	320	256	366
Akr7a5	280	316	250	235	103	214	281	336	245	230
Akt1	7665	8011	7163	5803	4304	7164	6801	6345	5947	6966
Akt1s1	310	366	350	140	97	201	244	344	232	286
Akt2	2621	2229	2308	2266	1847	3112	2297	1769	1758	2176
Akt2-ps	5	2	4	1	5	3	4	2	2	6
Akt3	97	70	89	53	31	40	97	125	89	79
Aktip	498	523	442	316	236	396	418	422	300	376
AL450317.1	0	0	0	0	0	0	0	0	0	0
AL450321.1	0	0	0	0	0	0	0	0	0	0
AL513022.1	0	1	0	0	0	0	0	0	0	0
AL589696.1	6	3	1	0	0	0	0	0	1	0
AL589735.1	0	0	0	0	0	0	0	0	0	0
AL589737.1	0	0	0	0	0	0	0	0	0	0
AL589742.1	0	0	0	0	0	0	0	0	0	0
AL589871.1	68	66	40	23	17	20	21	23	8	45
AL590503.1	0	0	0	0	0	0	0	0	0	0
AL590614.1	0	0	0	0	0	0	0	0	0	0
AL590614.2	0	1	0	0	0	3	0	0	0	0
AL590616.1	0	0	0	0	0	0	0	0	0	0
AL591207.1	0	3	0	0	0	0	0	0	0	0
AL591207.2	0	0	0	0	0	0	0	0	0	0
AL591843.1	0	0	0	0	0	0	0	0	0	0
AL593843.1	0	0	0	0	0	0	0	0	0	0
AL596383.1	0	0	0	0	0	0	0	0	0	0
AL603630.1	0	0	0	0	0	0	0	0	0	0
AL603745.1	0	0	0	0	0	0	0	0	0	0
AL603834.1	1	5	2	0	3	2	4	0	0	0
AL606472.1	0	0	0	0	0	0	0	0	0	0
AL606496.1	0	0	0	0	0	0	0	0	0	0
AL606513.1	0	0	0	0	0	0	0	0	0	0
AL607131.1	0	2	4	0	1	5	7	3	1	4
AL607142.1	0	0	0	0	0	0	0	0	0	0
AL626808.1	0	0	0	0	0	0	0	0	0	0
AL627387.1	0	0	0	0	0	0	0	0	0	0
AL645522.1	0	0	0	0	0	1	0	0	0	0
AL645546.1	0	0	0	0	0	0	0	0	0	0
AL645546.2	0	0	0	0	0	0	0	0	0	0
AL645643.1	16	28	1	7	9	29	2	2	6	7
AL645704.1	0	0	0	0	0	0	0	0	0	0
AL645745.1	8	6	12	5	3	9	8	0	2	11
AL645783.1	0	0	0	0	0	0	0	0	0	0
AL662807.1	0	0	0	0	0	0	0	0	0	0
AL662807.2	0	0	0	0	0	0	0	0	0	0
AL669819.1	0	0	0	0	0	0	0	0	0	0
AL669916.1	0	0	0	0	0	0	0	0	0	0
AL669916.2	0	0	0	0	0	0	0	0	0	0
AL669916.3	0	0	0	0	0	0	0	0	0	0
AL669916.4	0	0	0	0	0	0	0	0	0	0
AL669916.5	3	2	0	4	2	7	5	0	2	1
AL669916.6	0	0	0	0	0	0	0	0	0	0
AL670603.1	0	0	0	0	0	0	0	0	0	0
AL670757.1	0	0	0	0	0	0	0	0	0	0
AL671874.1	0	0	0	0	0	0	0	0	0	0
AL672010.1	0	0	0	0	0	0	0	0	0	0
AL672049.1	0	0	0	0	0	0	0	0	0	0
AL672194.1	1	0	0	0	0	0	0	0	0	0
AL691505.1	0	14	4	0	0	1	0	0	0	0
AL713985.1	1	0	0	0	0	0	0	0	0	0
AL731706.1	0	0	0	0	0	0	0	0	0	0
AL732309.1	0	0	0	0	0	0	0	0	0	0
AL732309.2	0	0	0	0	0	0	0	0	0	0
AL732506.1	0	0	0	0	0	0	0	0	0	0
AL772265.1	0	0	0	0	0	0	0	0	0	0
AL772271.1	0	0	0	0	0	0	0	0	0	0
AL772397.1	0	0	0	0	0	0	0	0	0	0
AL807824.1	0	0	0	0	0	0	0	0	0	0
AL837512.1	0	0	0	0	0	0	0	0	0	0
AL844586.1	1	0	2	1	0	0	0	0	0	0
AL845349.1	0	0	0	0	0	0	0	0	0	0
AL845457.1	0	0	0	0	0	0	0	0	0	0
AL928567.1	0	0	0	0	0	0	0	0	0	0
AL929265.1	0	0	0	0	0	0	0	0	0	0
AL929285.1	0	0	0	0	0	0	0	0	0	0
AL929417.1	0	0	0	0	0	0	0	0	0	0
AL929555.1	0	0	0	0	0	0	0	0	0	0
AL935138.1	0	0	0	0	0	0	0	0	0	0
AL954388.1	0	0	0	0	0	0	0	0	0	0
Alad	2808	2506	2586	2325	1305	1723	2341	3212	1600	3538
Alas1	1355	1690	1472	1064	542	974	1437	2496	2351	1349
Alas2	842	640	690	1183	366	142	716	982	278	1338
Alb	0	0	0	0	0	0	0	0	0	0
Alcam	593	392	867	769	403	571	588	376	322	724
Aldh16a1	1186	1137	1090	848	670	985	1100	1308	1049	1032
Aldh18a1	2631	2538	2473	2387	1609	2751	2436	2200	2102	2586
Aldh1a1	170	181	166	157	78	14	132	205	87	344
Aldh1a2	4	16	0	0	0	1	9	1	4	7
Aldh1a3	12	0	8	4	6	19	1	3	15	2
Aldh1a7	10	0	9	3	1	3	2	0	2	1
Aldh1b1	305	365	330	208	60	100	253	576	480	360
Aldh1l1	53	50	51	20	0	13	144	226	105	58
Aldh1l2	0	8	3	2	0	0	11	7	12	6
Aldh2	1315	1342	1389	665	200	184	1430	2947	1902	1130
Aldh3a1	0	3	0	0	0	0	0	0	0	1
Aldh3a2	1591	1442	1395	1369	1066	1692	1720	1385	1743	1595
Aldh3b1	995	1229	1059	425	84	115	1246	2950	2009	999
Aldh3b2	0	0	2	0	0	0	3	0	4	2
Aldh3b3	0	13	8	3	0	1	0	0	8	10
Aldh4a1	59	113	125	76	65	103	73	120	114	115
Aldh5a1	13	16	9	14	5	14	9	13	7	3
Aldh6a1	133	190	132	62	38	54	120	88	115	118
Aldh7a1	345	320	349	231	204	238	271	249	228	264
Aldh8a1	0	0	0	0	0	1	3	0	0	1
Aldh9a1	3079	3031	2845	2286	1637	2432	2811	2641	2453	2798
Aldoa	11121	11307	10884	7885	6894	12030	11221	11896	9543	10758
Aldoa-ps3	0	0	0	0	0	0	0	0	0	0
Aldoa-ps4	1	0	0	1	1	0	1	0	0	1
Aldoart1	1	2	2	0	0	0	1	1	0	1
Aldoart2	0	0	1	0	0	0	0	0	6	0
Aldob	0	0	0	1	0	0	0	0	0	0
Aldoc	114	151	102	44	64	103	79	127	73	114
Alg1	462	478	428	362	234	377	503	632	382	385
Alg10b	78	75	63	66	36	91	64	39	64	90
Alg11	296	384	293	187	143	225	242	246	258	336
Alg12	217	246	157	172	136	196	170	173	149	228
Alg13	222	219	228	124	105	146	156	163	189	224
Alg14	265	320	251	167	149	245	265	236	194	267
Alg2	467	396	421	258	165	304	375	468	384	477
Alg3	697	743	695	565	373	574	633	651	571	706
Alg5	2345	2093	2116	1812	1049	2108	2068	2244	1834	1980
Alg6	329	332	551	233	241	368	323	266	243	397
Alg8	742	758	930	541	400	489	595	827	646	812
Alg9	398	509	513	320	273	407	365	450	459	599
Alk	0	2	0	0	0	0	0	0	0	0
Alkal1	0	0	0	0	0	1	0	0	0	0
Alkal2	0	0	0	0	0	0	1	0	0	0
Alkbh1	1094	1191	1034	652	437	689	881	895	735	1037
Alkbh2	67	72	84	61	36	60	72	86	93	60
Alkbh3	734	903	688	594	383	640	560	588	574	717
Alkbh3os1	6	1	0	2	1	5	2	3	2	7
Alkbh4	1127	904	931	787	554	1374	1046	998	879	939
Alkbh5	1411	1354	1415	1288	916	1718	1434	1348	1439	1275
Alkbh6	410	541	501	285	196	326	350	451	349	346
Alkbh7	307	321	296	167	122	250	303	251	178	250
Alkbh8	706	776	569	540	363	477	552	543	431	646
Allc	0	0	0	0	0	0	0	0	0	0
Alms1	124	52	144	136	77	164	160	99	78	125
Alms1-ps1	0	0	3	0	0	0	0	0	0	0
Alms1-ps2	0	0	0	0	0	0	0	2	0	0
Alox12	3	13	2	7	2	9	15	19	0	12
Alox12b	1	0	0	0	0	0	0	0	0	0
Alox12e	0	0	2	0	0	0	0	0	0	3
Alox15	264	14	37	3	33	1	18	45	26	41
Alox5	171	198	164	38	11	31	150	315	233	91
Alox5ap	812	1015	1033	429	73	93	901	2342	1310	702
Alox8	17	19	13	7	23	48	24	11	39	8
Aloxe3	14	14	4	1	6	0	5	31	22	1
Alpi	0	0	0	0	0	0	0	0	0	0
Alpk1	119	115	194	65	11	21	191	354	244	143
Alpk2	51	70	27	35	31	76	42	31	38	44
Alpk3	2	1	3	0	0	0	0	4	0	1
Alpl	230	328	203	156	12	31	239	269	276	203
Alppl2	0	0	0	0	0	0	0	0	0	0
Als2	624	507	542	582	434	652	708	499	585	622
Als2cl	182	308	199	79	70	236	222	213	179	185
Als2cr12	0	2	5	2	1	0	0	5	0	2
Alx1	0	0	0	0	0	0	0	0	0	0
Alx3	0	0	0	0	0	0	0	0	0	0
Alx4	0	0	0	0	0	0	0	0	0	0
Alyref	5195	4981	5329	5113	3543	4645	4815	5751	4037	4978
Alyref2	146	116	138	91	49	115	117	153	109	113
Amacr	33	57	25	37	13	35	62	59	28	37
Ambn	0	0	0	0	0	0	0	0	0	1
Ambp	0	0	0	0	1	0	0	2	0	0
Ambra1	1233	1187	971	832	550	1013	1065	668	883	1023
Amd-ps1	0	0	0	0	0	0	0	0	0	0
Amd-ps3	2	1	0	0	0	0	2	5	1	1
Amd-ps4	0	1	0	0	0	0	1	0	0	0
Amd-ps5	0	0	0	0	0	0	0	0	0	0
Amd-ps6	0	0	0	0	0	0	0	0	0	0
Amd1	479	373	437	370	230	274	398	656	323	497
Amd2	9	12	13	7	6	1	7	4	1	7
Amdhd1	5	19	10	5	0	18	2	0	6	6
Amdhd2	1174	730	986	766	519	1309	1129	1128	895	999
Amelx	0	0	0	1	0	0	0	0	0	0
Amer1	126	157	141	181	98	145	220	190	169	129
Amer2	7	5	15	0	0	0	2	22	19	4
Amer3	0	0	0	0	0	0	0	0	0	0
Amfr	8521	7762	7893	6802	5452	9443	8320	5871	6455	7771
Amh	0	1	0	0	0	0	0	0	0	0
Amhr2	3	0	0	2	0	0	0	0	0	0
Amigo1	109	52	109	103	79	171	148	79	108	165
Amigo2	69	82	103	43	12	10	70	129	76	58
Amigo3	134	113	70	102	56	120	135	110	96	87
Ammecr1	389	355	350	267	199	234	313	293	158	344
Ammecr1l	640	560	671	422	334	448	588	425	452	616
Amn	1	1	0	1	0	1	1	0	1	0
Amn1	714	739	626	314	308	682	461	327	474	488
Amot	0	0	23	0	1	0	7	0	8	12
Amotl1	6	9	1	2	9	29	11	7	4	11
Amotl2	19	19	21	14	2	1	0	5	22	7
Ampd1	0	7	11	2	2	0	0	11	5	11
Ampd2	1408	1631	1436	1341	1056	1398	1255	1083	1169	1340
Ampd3	711	599	418	259	117	76	452	908	449	820
Amph	0	0	0	0	0	0	0	0	0	1
Amt	16	5	4	4	3	3	2	6	3	20
Amtn	0	0	0	0	0	0	0	0	0	0
Amy1	14	0	0	0	1	2	6	0	3	12
Amy2-ps1	0	0	0	0	0	0	0	0	0	0
Amy2a1	0	0	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0	0	0	0	0
Amy2b	2	0	0	0	0	0	0	0	1	0
Amz1	21	43	64	72	10	15	83	150	164	101
Amz2	448	501	524	250	250	261	307	449	363	406
Anapc1	4186	3855	2951	3428	2893	3765	3911	2581	2682	3524
Anapc10	647	606	604	341	284	362	389	502	403	525
Anapc11	1538	1345	1652	728	511	1115	1044	1052	832	1488
Anapc13	806	828	970	291	146	380	552	555	429	710
Anapc15	338	348	347	275	204	334	335	268	218	300
Anapc15-ps	0	1	0	0	0	1	2	0	0	0
Anapc16	1752	1721	1611	1203	685	1394	1568	1538	1194	1460
Anapc2	3109	2671	2816	2287	1780	3102	2615	2306	2203	2520
Anapc4	2103	2224	2039	1586	1364	2244	1968	1631	1704	2018
Anapc5	10885	10830	10440	10685	7834	13219	12985	11922	10886	11500
Anapc7	1167	1203	963	824	530	881	861	903	714	966
Ang	20	33	18	5	0	5	11	55	36	24
Ang-ps1	0	0	0	0	0	0	0	0	0	0
Ang-ps2	0	0	0	0	0	0	0	0	0	0
Ang-ps3	0	0	0	0	0	0	0	0	0	0
Ang2	0	0	0	0	0	0	0	0	0	0
Ang4	0	0	0	0	0	0	0	0	0	0
Ang5	0	0	0	0	0	0	0	0	0	0
Ang6	0	0	0	0	0	0	0	0	0	0
Angel1	176	243	231	196	150	214	230	110	166	258
Angel2	2554	2603	2295	1589	1369	2363	2167	1834	1730	2281
Angpt1	50	54	10	2	9	2	6	38	28	38
Angpt2	8	7	0	6	6	7	9	6	6	3
Angpt4	1	1	2	0	0	0	2	0	1	0
Angptl1	1	5	5	2	0	1	5	9	6	3
Angptl2	120	475	220	91	167	61	76	59	64	96
Angptl3	16	13	6	5	0	0	2	15	6	6
Angptl4	407	345	423	329	178	323	317	342	425	273
Angptl6	22	23	30	17	13	37	38	27	19	45
Angptl7	3	3	2	4	3	6	14	24	2	6
Angptl8	0	3	0	1	0	0	0	1	0	0
Ank	369	404	433	365	299	673	490	290	295	464
Ank1	225	178	177	151	74	28	160	183	86	306
Ank2	2	9	1	6	0	1	1	19	0	0
Ank3	182	125	154	157	108	350	153	60	183	88
Ankar	0	0	0	0	0	0	0	0	0	0
Ankdd1a	0	3	0	1	0	1	0	0	0	0
Ankdd1b	3	1	0	4	0	0	0	0	3	0
Ankef1	0	0	1	0	1	0	0	0	0	1
Ankfn1	0	0	0	0	0	0	0	0	0	0
Ankfy1	2871	3201	2549	2068	1538	2969	3020	2074	2211	2910
Ankhd1	1886	1990	1966	1651	1199	2312	1720	1790	1814	1669
Ankib1	1748	1581	1525	1372	1262	2180	1707	924	1407	1933
Ankk1	0	0	0	0	0	0	0	0	0	0
Ankle1	587	600	635	577	538	574	522	601	491	635
Ankle2	1726	1824	1653	1364	934	1665	1847	1922	2020	2011
Ankmy1	8	24	13	13	8	33	30	4	22	6
Ankmy2	862	720	748	658	478	821	732	433	484	566
Ankra2	1130	904	969	568	406	704	721	561	545	990
Ankrd1	0	0	0	0	0	0	0	0	0	0
Ankrd10	2418	2338	1921	1702	1304	2235	1673	1499	1535	2022
Ankrd11	7104	6999	6636	6733	4328	8644	7484	5806	5692	5999
Ankrd12	1117	1294	1228	1002	605	1472	1175	1020	1214	1190
Ankrd13a	8061	9452	7522	6800	5264	8383	8193	7287	7024	8465
Ankrd13b	51	75	24	21	13	17	3	30	15	37
Ankrd13c	1478	1289	1214	1113	841	1434	1499	1148	1171	1649
Ankrd13d	106	122	97	91	47	84	161	129	114	115
Ankrd16	1584	1202	1202	1081	702	1309	1384	1075	991	1068
Ankrd17	1249	1428	1668	1062	804	1421	1272	1144	1083	1333
Ankrd2	0	1	0	0	0	0	4	0	0	0
Ankrd22	6	5	16	3	2	0	4	4	11	0
Ankrd23	54	40	40	29	14	41	44	32	20	42
Ankrd24	49	46	29	16	11	23	23	19	23	45
Ankrd26	201	323	333	290	202	304	267	263	225	336
Ankrd27	1389	1406	1065	1245	944	1611	1557	1297	1473	1458
Ankrd28	737	616	580	455	401	558	480	346	467	666
Ankrd29	39	87	36	60	27	82	38	25	17	58
Ankrd31	0	0	0	0	0	0	0	0	0	0
Ankrd33	0	0	0	0	0	0	0	0	0	0
Ankrd33b	33	25	35	14	12	14	10	23	30	3
Ankrd34a	0	0	1	0	0	3	0	0	0	1
Ankrd34b	0	0	0	0	0	0	0	0	0	0
Ankrd34c	0	0	0	0	0	0	0	0	0	0
Ankrd35	18	33	17	30	24	59	35	16	10	39
Ankrd36	44	25	34	17	3	1	29	54	6	57
Ankrd37	126	90	133	70	83	97	74	56	64	98
Ankrd39	591	632	545	445	313	513	488	342	342	532
Ankrd40	1404	1271	1396	928	682	1150	1186	827	958	1248
Ankrd42	0	19	2	2	1	0	0	2	2	0
Ankrd44	4356	3333	3920	3634	3152	6416	4206	2415	2983	4185
Ankrd45	0	0	0	0	0	0	0	0	0	0
Ankrd46	1141	1364	1126	819	645	1112	869	847	802	1048
Ankrd49	673	885	493	405	280	481	548	686	465	596
Ankrd50	576	371	355	464	472	1082	688	246	455	525
Ankrd52	210	197	169	291	156	398	212	188	219	184
Ankrd53	4	0	0	0	0	1	0	1	0	1
Ankrd54	1290	1415	1225	1015	757	1277	1125	1079	966	1119
Ankrd55	103	88	110	72	40	43	110	58	93	93
Ankrd6	0	13	39	6	17	25	8	25	11	13
Ankrd60	0	0	0	0	0	0	0	0	0	0
Ankrd61	5	3	4	6	3	4	5	5	5	1
Ankrd63	0	0	10	0	0	0	0	0	0	0
Ankrd65	0	3	0	0	0	0	6	0	0	0
Ankrd66	21	10	21	7	0	0	22	37	7	8
Ankrd7	3	2	2	0	2	2	0	0	2	0
Ankrd9	175	124	126	132	111	137	129	152	96	124
Anks1	365	386	352	299	156	248	427	508	455	442
Anks1b	3	8	6	0	0	0	2	3	1	1
Anks3	824	778	684	627	394	743	765	857	666	670
Anks4b	0	0	0	0	0	0	0	0	0	0
Anks6	8	17	5	8	0	8	4	5	0	1
Ankub1	0	0	0	1	0	0	0	0	0	0
Ankzf1	566	633	579	473	279	686	674	759	642	617
Anln	869	718	862	1015	663	592	638	800	530	736
Ano1	8	1	0	0	0	0	0	6	0	0
Ano10	753	684	689	588	633	1186	613	576	634	670
Ano2	0	0	0	0	0	0	0	0	0	0
Ano3	0	0	1	0	0	0	2	0	0	0
Ano4	0	0	0	0	0	0	0	0	0	0
Ano5	0	0	0	0	0	0	0	0	0	0
Ano6	2054	2295	1879	1629	1250	2269	2019	1684	2208	2047
Ano7	1	14	5	0	1	0	10	19	5	11
Ano8	326	272	307	305	311	423	265	281	365	341
Ano9	0	1	0	2	3	0	5	0	1	0
Anp32-ps	0	0	0	0	0	0	0	0	1	0
Anp32a	250	276	343	247	166	432	292	304	224	204
Anp32b	3892	3966	4202	3669	2356	3048	3249	4610	3019	3789
Anp32b-ps1	3	3	2	2	1	2	4	3	2	3
Anp32e	7497	7467	7613	6342	4379	6024	5364	5656	4869	6831
Anpep	48	93	41	20	4	3	82	129	103	62
Antxr1	14	10	21	6	6	6	10	9	27	13
Antxr2	758	890	611	567	448	922	791	679	703	621
Antxrl	0	0	0	0	0	0	0	0	0	0
Anxa1	7012	5634	6778	5281	3829	7530	5435	7456	5701	4775
Anxa10	0	0	0	0	0	0	0	0	0	0
Anxa11	558	498	513	458	390	678	600	478	384	462
Anxa11os	35	19	21	31	18	49	27	13	17	20
Anxa13	0	0	0	0	0	0	0	0	0	0
Anxa2	20297	15513	18187	16953	16295	27779	17957	16102	13775	17210
Anxa3	323	358	307	190	33	49	437	1037	616	369
Anxa4	1340	1448	1400	964	633	1043	1779	3045	2169	1463
Anxa5	4644	4559	4715	2936	2553	4417	4598	6218	4435	4611
Anxa6	23905	17597	20954	22383	20178	39021	26678	16986	18896	22179
Anxa7	2437	2580	2366	1954	1615	2905	2498	2324	2124	2529
Anxa8	10	13	25	12	18	19	16	3	14	4
Anxa9	129	121	166	164	71	156	145	178	159	180
Aoah	426	574	493	198	48	44	519	1027	787	446
Aoc1	0	0	2	0	0	0	0	0	0	0
Aoc2	47	36	42	26	19	20	36	26	25	44
Aoc3	0	0	0	3	0	0	0	0	0	0
Aox1	0	1	8	0	0	1	0	0	0	0
Aox2	7	9	5	3	4	6	1	6	5	5
Aox3	0	0	0	6	0	0	1	0	2	0
Aox4	0	0	0	0	0	0	0	0	0	0
Ap1ar	1981	1979	1567	1160	884	1240	1078	943	1098	1543
Ap1b1	5254	5395	4842	4497	3110	5860	4956	3530	3868	5249
Ap1g1	1570	1294	1421	1155	936	1705	1322	1101	1280	1581
Ap1g2	3521	3027	3270	2758	2142	4296	3675	2751	2816	3483
Ap1m1	4093	4186	3754	3506	2633	4423	3985	3984	3559	3910
Ap1m2	30	51	51	25	9	47	42	32	34	70
Ap1s1	2282	2385	2275	1567	1059	1734	2055	2263	1819	2289
Ap1s2	1309	1165	1323	605	467	863	1120	1283	1128	1163
Ap1s3	21	37	20	16	8	28	15	19	9	32
Ap2a1	1244	1427	1157	819	626	1137	1174	957	766	1248
Ap2a2	2651	2522	2280	1952	1295	2478	2616	2739	2371	2918
Ap2b1	1312	1358	1272	1147	979	1790	1518	1338	1117	1423
Ap2m1	6133	6056	5222	5413	3946	6643	6306	5515	5346	5664
Ap2s1	2686	2713	2832	1639	1094	2015	2265	2429	1931	2401
Ap3b1	2667	2971	2480	2450	1830	3751	3072	2709	2597	2789
Ap3b2	0	0	0	0	0	0	0	0	0	0
Ap3d1	3005	2679	2433	2294	1534	2809	2562	2468	2502	2787
Ap3m1	1428	1597	1569	1093	1019	1616	1389	1238	1266	1396
Ap3m1-ps	2	4	2	1	3	2	1	1	4	3
Ap3m2	653	564	579	486	310	690	493	495	549	500
Ap3s1	975	1062	991	738	555	916	980	985	786	1044
Ap3s1-ps1	1	0	0	0	0	0	0	0	1	1
Ap3s1-ps2	3	3	9	0	0	1	0	0	0	3
Ap3s2	851	907	868	522	450	672	818	759	633	747
Ap4b1	123	108	134	67	52	64	78	83	67	123
Ap4e1	676	577	719	512	341	771	509	359	543	794
Ap4m1	176	185	100	141	86	180	170	201	144	208
Ap4s1	590	609	795	464	365	572	499	567	489	640
Ap5b1	537	361	403	309	268	500	494	601	484	480
Ap5m1	1063	874	927	706	639	1262	899	697	764	1126
Ap5s1	279	335	326	224	151	274	374	404	314	256
Ap5z1	818	891	775	525	460	864	971	845	782	780
Apaf1	1848	1626	1647	1582	1348	1933	1785	1443	1690	1787
Apba1	54	55	39	17	5	9	84	87	72	47
Apba2	0	0	0	0	0	0	0	0	0	0
Apba3	565	569	563	390	272	455	513	548	562	517
Apbb1	63	73	76	66	78	148	122	40	71	130
Apbb1ip	1234	1281	1394	751	477	1267	1226	1167	900	1322
Apbb2	32	9	3	11	13	83	45	14	26	25
Apc	645	555	637	718	428	930	546	414	479	485
Apc-ps1	5	0	2	3	4	5	2	0	2	5
Apc2	24	11	7	7	9	16	9	7	16	5
Apcdd1	11	15	54	19	4	4	50	116	78	28
Apcs	0	0	6	0	0	0	0	1	0	0
Apeh	2412	2306	2157	1922	1554	2423	2432	2364	1796	2541
Apela	0	0	1	0	0	0	0	0	0	0
Apex1	179	195	200	129	68	70	100	201	110	167
Apex2	364	374	470	354	230	559	405	342	390	423
Aph1a	222	160	213	221	113	231	281	353	287	208
Aph1b	25	21	31	17	14	18	9	44	28	17
Aph1c	73	94	52	39	1	5	78	183	127	57
Api5	6664	6523	5582	5230	3815	6102	5982	5018	5017	5936
Api5-ps	0	0	0	0	0	0	0	0	0	0
Apip	465	481	466	252	172	262	390	520	264	456
Aplf	232	247	230	176	161	125	193	306	191	357
Apln	13	11	0	4	3	3	0	0	4	5
Aplnr	9	14	0	4	0	1	19	5	43	35
Aplp1	104	128	136	100	118	307	229	95	168	165
Aplp2	3534	3468	3472	2888	2092	2908	3401	3363	2905	4119
Apmap	2094	2077	2116	1764	1163	2133	1572	1622	1451	1651
Apoa1	0	1	0	1	0	0	0	1	0	0
Apoa2	6	10	21	2	3	3	5	5	6	10
Apoa4	0	0	0	0	0	0	0	0	0	0
Apoa5	0	0	0	0	0	0	0	0	0	0
Apob	1	0	0	0	0	0	0	0	0	0
Apobec1	1542	2014	1415	700	293	507	1574	2971	2001	1609
Apobec2	368	367	408	268	281	1098	631	303	464	530
Apobec3	9508	10326	9053	6062	4122	8153	8350	8151	6772	8585
Apobec4	0	0	0	0	0	1	0	0	0	0
Apobr	768	563	508	466	346	699	487	665	596	484
Apoc1	41	12	18	4	1	3	8	36	7	10
Apoc2	0	0	0	0	0	0	0	0	0	0
Apoc3	0	0	0	0	0	0	0	0	0	0
Apoc4	0	2	4	0	0	1	0	0	3	0
Apod	2	4	0	3	1	1	5	12	13	1
Apoe	6386	8146	6034	1716	242	499	4507	14083	9871	3569
Apof	1	1	1	0	0	0	2	1	1	7
Apoh	1	2	0	0	1	4	2	1	0	0
Apol10a	3	3	9	24	3	2	25	15	1	14
Apol10b	24	18	16	12	9	45	33	41	26	33
Apol11a	93	69	74	141	23	27	87	153	47	185
Apol11b	1821	1445	1355	2029	537	264	1435	2502	512	2786
Apol6	0	0	0	0	0	0	0	0	0	1
Apol7a	0	0	0	0	0	0	0	0	0	0
Apol7b	0	2	0	0	1	1	0	0	0	1
Apol7c	43	73	42	32	9	2	109	173	191	48
Apol7d	1	5	0	1	0	0	0	3	0	2
Apol7e	891	639	686	814	621	1263	961	414	642	823
Apol8	165	129	124	134	67	24	129	199	24	254
Apol9a	51	73	59	30	12	4	71	50	53	71
Apol9b	121	125	120	92	21	13	176	293	133	169
Apold1	27	14	10	17	5	21	31	20	9	22
Apom	0	1	1	2	2	1	0	0	0	0
Apon	5	2	1	0	5	3	0	0	4	3
Apoo	78	94	83	63	54	66	60	83	57	74
Apoo-ps	3	2	1	0	1	0	0	1	0	1
Apool	554	663	556	382	280	464	458	567	458	590
Apopt1	679	803	780	491	349	522	583	649	525	622
App	1375	1707	1209	905	156	270	1902	3826	2521	1346
Appbp2	1603	1846	1520	1217	1068	1471	1397	1161	1358	1568
Appbp2os	27	23	29	11	14	33	27	25	21	19
Appl1	1127	971	925	738	710	1086	707	511	709	732
Appl2	721	605	612	556	473	800	733	507	646	558
