Gene	L21.D20.Tox.WT1_S6	L22.D20.Tox.WT2_S7	L23.D20.Tox.WT3_S8	L24.D20.Tox.WT4_S9	L25.D20.Tox.WT5_S10	L26.D20.Tox.KO1_S11	L27.D20.Tox.KO2_S12	L28.D20.Tox.KO3_S13	L29.D20.Tox.KO4_S14	L30.D20.Tox.KO5_S15
Gm44086	24	15	10	18	17	35	37	14	5	9
Gm44087	0	1	0	1	0	0	0	0	1	1
Gm44088	0	0	0	0	0	0	0	0	0	0
Gm44089	0	0	0	0	0	0	0	0	0	0
Gm4409	0	0	0	0	0	0	0	0	0	0
Gm44090	0	0	0	2	0	0	0	0	1	0
Gm44091	17	4	4	12	7	7	9	11	3	6
Gm44092	0	0	0	0	0	0	0	0	0	0
Gm44093	35	48	31	46	41	63	99	46	63	78
Gm44094	0	0	0	0	0	0	0	0	0	0
Gm44095	0	0	0	0	0	0	0	1	0	0
Gm44096	0	1	0	4	0	0	0	0	0	1
Gm44097	1	1	1	1	1	0	2	0	2	0
Gm44098	0	0	0	0	0	0	0	0	0	0
Gm44099	0	0	0	0	0	0	0	0	0	0
Gm4410	0	0	0	0	0	0	0	0	0	0
Gm44100	0	0	0	0	0	0	0	0	0	0
Gm44101	12	1	10	14	5	13	14	10	12	28
Gm44102	0	0	0	0	0	0	0	0	0	0
Gm44103	20	8	17	16	11	26	26	28	19	15
Gm44104	0	3	1	0	4	0	0	1	0	1
Gm44105	0	0	0	0	0	0	0	0	0	0
Gm44106	0	0	0	0	0	0	0	0	0	0
Gm44107	0	0	0	0	0	0	0	0	1	0
Gm44108	0	0	0	0	0	0	0	0	0	0
Gm44109	0	0	0	0	0	0	0	0	0	0
Gm44110	7	2	2	0	5	1	6	0	4	6
Gm44111	0	0	0	0	0	0	0	0	0	0
Gm44112	0	0	0	0	0	1	0	0	0	0
Gm44113	0	0	0	0	0	0	0	0	0	0
Gm44114	0	0	0	0	0	0	0	0	0	5
Gm44115	0	0	1	0	0	0	0	0	0	0
Gm44116	12	11	4	19	4	22	27	13	24	10
Gm44117	0	0	0	0	0	0	0	0	0	0
Gm44118	0	0	0	0	0	0	0	0	0	0
Gm4412	0	0	0	0	0	0	0	0	0	0
Gm44120	0	0	0	0	0	0	0	0	0	0
Gm44121	0	0	1	0	0	0	0	0	0	0
Gm44123	0	0	0	0	0	0	0	0	0	0
Gm44124	0	0	0	0	0	0	0	0	0	0
Gm44125	0	0	0	0	0	0	0	0	0	0
Gm44126	0	0	0	0	0	0	0	0	1	1
Gm44127	0	0	0	0	0	0	0	0	0	0
Gm44128	0	0	0	0	0	0	0	0	0	0
Gm44129	0	0	0	1	0	0	0	0	0	0
Gm44130	0	0	2	0	0	1	3	1	0	6
Gm44131	0	0	1	1	0	2	1	0	0	1
Gm44132	0	0	0	2	0	0	0	0	0	0
Gm44133	0	0	0	0	0	0	0	0	0	0
Gm44134	0	0	0	0	0	0	0	0	0	0
Gm44135	0	0	5	10	1	0	0	1	1	7
Gm44136	7	4	0	0	0	1	2	0	5	2
Gm44137	0	0	0	0	0	0	0	0	0	0
Gm44138	0	0	0	0	0	0	0	0	0	0
Gm44139	0	0	0	0	0	0	0	0	0	0
Gm44140	0	0	0	3	1	0	4	0	3	0
Gm44141	122	141	132	234	166	293	308	214	187	176
Gm44142	0	0	0	0	0	0	0	0	0	0
Gm44144	0	0	1	1	0	6	4	0	2	0
Gm44145	0	0	0	0	0	0	0	0	0	0
Gm44146	0	0	0	0	0	0	0	0	0	0
Gm44147	0	0	0	0	0	0	0	0	0	0
Gm44148	43	27	37	53	48	55	71	43	45	58
Gm44149	0	0	0	0	0	0	0	0	0	0
Gm44150	0	0	0	0	0	0	0	0	0	0
Gm44151	0	0	0	0	0	0	0	0	0	0
Gm44152	100	105	102	96	85	103	191	78	88	71
Gm44153	4	1	2	6	1	6	6	4	1	0
Gm44154	0	0	0	0	0	0	0	0	0	0
Gm44155	0	0	0	0	0	0	0	0	0	0
Gm44156	0	0	0	0	0	0	1	0	0	0
Gm44157	1	0	1	0	1	0	1	0	0	0
Gm44158	0	0	0	0	0	0	0	0	0	0
Gm44159	0	0	0	0	0	0	0	0	0	0
Gm44161	0	0	0	0	0	0	0	0	0	0
Gm44162	0	0	0	0	0	0	0	0	0	0
Gm44163	0	0	0	0	0	0	0	0	0	0
Gm44164	175	54	87	99	110	133	181	129	113	91
Gm44165	0	0	1	0	0	1	1	0	0	1
Gm44166	0	0	0	0	0	0	0	0	0	0
Gm44167	0	2	0	0	0	0	0	1	0	0
Gm44168	0	0	0	0	0	0	0	0	0	0
Gm44169	0	0	0	0	0	0	0	0	0	0
Gm44170	0	0	0	0	0	0	0	0	0	0
Gm44171	0	0	0	0	0	0	0	0	0	0
Gm44172	0	0	0	0	0	0	0	0	2	0
Gm44173	0	0	0	0	0	0	0	0	0	0
Gm44174	282	228	250	523	492	374	429	284	487	276
Gm44175	958	819	1377	718	900	839	992	574	506	410
Gm44176	0	0	0	0	0	0	0	0	0	0
Gm44177	0	0	0	0	0	0	0	0	0	0
Gm44178	1	0	9	0	11	0	8	0	0	0
Gm44180	0	0	0	0	0	0	0	0	0	1
Gm44181	0	0	0	0	0	0	0	0	0	0
Gm44182	0	0	0	0	0	0	0	0	0	0
Gm44183	0	0	0	0	0	0	0	0	0	0
Gm44184	0	0	0	0	0	0	0	0	0	0
Gm44185	14	0	6	4	4	2	1	3	1	1
Gm44186	0	0	0	0	0	0	1	0	1	1
Gm44187	4	5	6	4	3	5	12	15	2	4
Gm44189	0	0	0	0	0	0	0	0	0	0
Gm4419	14	12	8	19	8	17	9	11	33	35
Gm44190	1	0	2	1	2	4	12	6	0	3
Gm44192	0	0	0	0	0	0	0	0	0	0
Gm44193	0	0	0	0	0	0	0	0	0	0
Gm44194	0	0	0	0	2	0	0	0	0	3
Gm44196	0	0	0	0	0	0	0	0	0	0
Gm44198	25	20	35	38	27	22	18	15	40	23
Gm44199	36	39	39	38	47	83	48	66	51	83
Gm44200	7	17	28	19	29	53	38	39	30	21
Gm44202	0	0	0	0	0	0	0	0	0	0
Gm44203	0	0	0	0	0	0	0	0	0	2
Gm44204	0	0	0	0	0	0	0	0	0	0
Gm44206	0	0	0	1	0	0	0	0	0	1
Gm44207	0	0	0	0	0	0	0	0	0	0
Gm44208	0	0	0	0	0	0	0	0	0	0
Gm44209	0	0	0	0	0	0	0	0	0	0
Gm44210	0	0	0	0	0	0	0	0	0	0
Gm44211	0	0	0	0	0	0	0	0	0	0
Gm44212	0	0	0	0	0	0	0	0	0	0
Gm44213	0	0	0	0	0	0	0	0	0	0
Gm44214	0	0	2	0	1	1	0	2	1	0
Gm44215	0	0	0	0	0	0	0	0	0	0
Gm44216	0	0	0	0	0	0	0	0	0	0
Gm44219	0	0	0	0	0	0	0	0	0	0
Gm44220	0	0	0	0	0	0	0	0	0	0
Gm44221	0	0	0	0	0	0	0	0	0	0
Gm44223	0	0	0	0	0	4	5	0	1	4
Gm44224	0	0	0	0	0	0	0	0	0	0
Gm44225	0	0	0	0	0	0	0	0	0	0
Gm44226	20	22	58	22	32	31	36	48	54	25
Gm44227	0	0	0	0	0	0	0	0	0	0
Gm44228	0	0	0	0	0	0	0	0	0	0
Gm44229	0	0	0	0	0	0	0	1	0	0
Gm44230	0	0	0	0	0	0	0	0	0	0
Gm44231	0	0	0	0	0	0	0	0	0	0
Gm44232	0	0	0	0	0	0	0	0	0	0
Gm44233	0	0	0	0	0	0	0	0	0	0
Gm44234	0	0	0	0	0	0	0	0	0	0
Gm44235	0	0	0	0	0	0	0	0	0	0
Gm44236	0	0	0	0	0	0	0	0	0	0
Gm44237	0	0	1	0	0	0	2	0	0	0
Gm44238	8	1	8	5	6	1	0	3	1	0
Gm44239	0	0	0	0	0	0	0	0	0	0
Gm44240	0	0	0	0	0	0	0	0	0	0
Gm44241	0	0	0	0	0	0	0	0	0	0
Gm44242	0	0	0	0	0	0	0	0	0	0
Gm44243	2	2	2	3	1	6	6	11	6	3
Gm44245	0	0	0	0	0	0	0	0	0	0
Gm44247	0	0	0	0	0	0	0	0	0	0
Gm44248	0	0	0	0	0	0	0	0	0	0
Gm44249	0	5	1	3	0	3	7	3	0	17
Gm4425	0	0	0	0	0	0	0	0	0	0
Gm44250	10	5	3	29	1	6	6	1	5	22
Gm44251	2	0	0	0	0	0	1	0	0	2
Gm44252	0	0	0	0	0	0	0	0	0	0
Gm44253	0	2	0	0	0	0	0	0	5	0
Gm44254	0	0	0	0	0	0	0	0	0	0
Gm44255	0	0	0	0	0	0	0	1	0	0
Gm44256	0	0	0	0	0	0	0	0	0	0
Gm44257	0	0	0	0	0	0	0	0	0	0
Gm44258	0	0	0	0	0	0	0	0	0	0
Gm44259	0	0	0	0	0	0	0	0	0	0
Gm44260	31	33	35	45	25	36	41	27	42	41
Gm44261	0	0	0	0	0	0	0	0	0	0
Gm44262	0	0	0	0	0	0	0	0	0	0
Gm44264	18	15	12	49	32	24	56	32	45	36
Gm44265	9	5	0	4	1	9	8	5	5	2
Gm44266	0	0	0	0	0	0	0	0	0	0
Gm44267	0	0	0	0	0	0	0	0	0	0
Gm44268	0	0	0	0	0	0	0	0	0	0
Gm44270	1	1	1	6	0	19	11	5	4	2
Gm44271	0	0	0	0	0	0	0	0	0	0
Gm44274	0	0	0	0	0	0	0	0	0	0
Gm44275	0	0	0	0	0	0	0	0	0	0
Gm44277	0	0	0	0	0	0	0	0	0	0
Gm44278	0	0	0	0	0	0	0	0	0	0
Gm44279	0	0	0	0	0	0	0	0	0	0
Gm44280	0	2	9	7	6	0	7	1	7	10
Gm44281	0	0	0	0	0	0	0	0	0	0
Gm44282	0	2	0	4	0	1	1	0	0	0
Gm44283	10	6	5	15	11	2	12	7	8	20
Gm44284	1	1	4	1	5	13	3	5	7	8
Gm44285	0	0	0	0	0	0	6	0	0	2
Gm44286	0	0	0	0	0	0	0	0	0	0
Gm44287	2	0	2	2	1	0	2	2	4	1
Gm44288	0	0	0	0	0	0	0	0	0	0
Gm44289	0	0	0	0	0	0	2	0	0	0
Gm44291	9	1	5	4	25	10	20	4	20	22
Gm44292	46	24	29	59	33	26	36	15	45	35
Gm44294	0	0	0	0	0	0	0	0	0	0
Gm44295	0	0	0	0	0	0	0	0	0	0
Gm44296	0	0	0	0	0	0	0	0	0	0
Gm44297	0	0	0	0	0	0	0	0	0	0
Gm44298	0	0	0	0	0	0	0	0	0	0
Gm44299	0	0	0	0	0	0	0	0	0	0
Gm4430	129	103	91	117	110	145	151	93	129	125
Gm44300	0	0	0	0	0	0	0	0	0	0
Gm44301	0	0	0	0	0	0	0	0	0	0
Gm44302	0	0	0	0	0	0	0	0	0	0
Gm44303	0	0	0	0	0	0	0	0	0	0
Gm44304	0	0	0	0	0	0	0	0	0	0
Gm44305	0	0	0	0	0	0	0	0	0	0
Gm44306	0	0	0	0	0	0	0	0	0	0
Gm44307	0	0	0	0	0	0	0	0	0	0
Gm44308	0	0	0	0	0	0	0	0	0	0
Gm44310	0	0	0	0	0	0	0	0	0	0
Gm44311	0	0	0	0	0	0	0	0	0	0
Gm44312	0	0	0	0	0	0	0	0	0	0
Gm44313	0	0	0	0	0	0	0	0	0	0
Gm44314	0	0	0	0	0	0	0	0	0	0
Gm44315	0	0	0	0	0	0	0	0	0	0
Gm44316	0	0	0	0	0	0	0	0	0	0
Gm44317	0	0	0	0	0	0	0	0	0	0
Gm44318	0	0	0	0	0	0	0	0	0	0
Gm44319	0	0	0	0	0	0	0	0	0	0
Gm44320	0	0	0	0	0	0	0	0	0	0
Gm44321	62	40	41	89	53	68	76	46	28	58
Gm44322	0	0	0	0	0	0	0	0	0	0
Gm44323	0	0	0	0	0	0	0	0	0	0
Gm44324	0	0	0	0	0	0	0	0	0	0
Gm44325	0	0	0	0	0	0	0	0	0	0
Gm44326	0	0	0	0	0	0	0	0	0	0
Gm44327	6	10	11	9	10	18	14	5	9	10
Gm44328	0	0	0	0	0	0	0	0	0	0
Gm44329	0	0	0	0	0	0	0	0	0	0
Gm44330	0	0	0	0	0	0	0	0	0	0
Gm44331	0	0	0	0	0	1	0	1	1	2
Gm44332	0	2	5	0	0	7	2	0	1	3
Gm44333	0	0	0	0	0	0	0	0	0	0
Gm44334	0	0	0	0	0	0	0	0	0	0
Gm44335	0	0	0	0	0	0	0	0	0	0
Gm44336	0	0	0	0	0	0	0	0	0	0
Gm44337	0	0	0	0	0	0	0	0	0	0
Gm44338	0	0	0	0	0	0	0	0	0	0
Gm44339	1	1	0	0	1	3	1	1	7	0
Gm44340	0	0	0	0	0	0	0	1	0	0
Gm44341	0	0	0	0	0	0	0	0	0	0
Gm44342	0	0	0	0	0	0	0	0	0	0
Gm44343	0	0	0	0	0	0	0	0	0	0
Gm44344	0	0	0	0	0	0	0	0	0	0
Gm44345	0	0	0	0	0	0	0	0	0	0
Gm44346	0	0	0	0	0	0	0	0	0	0
Gm44347	0	0	0	2	1	0	0	2	0	6
Gm44348	0	0	0	0	0	0	0	0	0	0
Gm44349	0	1	0	2	1	0	1	3	1	7
Gm44350	0	0	0	0	0	0	0	0	0	0
Gm44351	3	0	1	0	0	0	1	1	0	2
Gm44352	0	0	0	0	0	0	0	0	0	0
Gm44353	0	0	0	0	0	0	0	0	0	0
Gm44354	0	0	0	0	0	0	0	0	0	0
Gm44355	0	0	0	0	0	0	0	0	0	0
Gm44356	0	0	0	0	0	0	0	0	0	0
Gm44357	2	0	0	0	1	1	1	0	1	0
Gm44358	0	0	0	0	0	0	0	0	0	0
Gm44359	0	0	0	0	0	0	0	0	0	0
Gm44360	0	0	0	0	0	0	0	0	0	0
Gm44361	0	0	0	0	0	0	0	1	0	0
Gm44363	0	0	0	0	0	0	0	0	0	0
Gm44364	0	0	0	0	0	0	0	0	0	0
Gm44365	0	0	0	0	0	0	0	0	0	0
Gm44366	0	0	0	0	0	0	4	0	0	0
Gm44367	0	0	0	0	0	0	0	0	0	0
Gm44369	1	0	6	2	5	5	0	7	3	1
Gm44370	0	0	0	0	0	0	0	0	0	0
Gm44371	0	0	0	0	0	0	0	0	0	0
Gm44372	0	0	0	0	0	0	0	0	0	0
Gm44373	0	0	0	0	0	0	0	0	0	0
Gm44374	0	0	0	0	0	0	0	0	0	0
Gm44375	0	0	0	0	0	0	0	0	0	0
Gm44376	0	0	0	0	0	0	0	0	0	0
Gm44377	0	0	0	0	0	0	0	0	0	0
Gm44378	0	0	0	0	0	0	0	0	0	0
Gm44379	0	0	0	0	0	0	0	0	0	0
Gm44380	0	0	0	0	0	0	0	0	0	0
Gm44381	0	0	0	0	0	0	0	0	0	0
Gm44382	0	0	0	0	0	0	0	0	0	0
Gm44383	0	0	0	0	0	0	0	0	0	0
Gm44384	0	0	0	0	0	0	0	0	0	0
Gm44385	0	0	0	0	0	0	0	0	0	0
Gm44386	0	0	0	1	0	1	0	1	1	1
Gm44387	0	0	0	0	0	0	0	0	0	0
Gm44388	0	0	0	0	0	0	0	0	0	0
Gm44389	0	1	1	0	0	1	0	0	1	0
Gm44390	0	0	0	0	0	0	0	0	0	0
Gm44391	0	0	0	0	0	0	0	0	0	0
Gm44392	0	0	0	0	0	0	0	0	0	0
Gm44393	0	0	0	0	0	0	0	0	0	0
Gm44394	0	0	0	0	0	0	0	0	0	0
Gm44395	0	0	0	0	0	0	0	0	0	0
Gm44396	0	0	0	0	0	0	0	0	0	0
Gm44397	0	0	0	0	0	0	0	0	0	0
Gm44399	0	0	0	0	0	0	0	1	0	0
Gm44401	2	0	1	0	2	0	0	4	0	0
Gm44402	0	0	0	0	0	0	0	0	0	0
Gm44403	0	0	0	0	0	0	0	0	0	0
Gm44404	0	0	0	0	0	0	0	0	0	0
Gm44405	0	0	0	0	0	0	0	0	0	0
Gm44407	0	0	0	0	0	0	0	0	0	0
Gm44408	0	0	0	0	0	0	0	0	0	0
Gm44409	0	0	0	0	0	0	0	0	0	0
Gm44410	0	0	0	0	0	0	0	0	0	0
Gm44411	0	0	0	0	0	0	0	0	0	0
Gm44412	0	0	0	0	0	0	0	0	0	0
Gm44413	0	0	0	0	0	0	0	0	0	0
Gm44414	0	0	0	0	0	0	0	0	0	0
Gm44415	0	0	0	0	0	0	0	1	0	0
Gm44416	0	0	0	0	0	0	0	0	0	0
Gm44417	0	0	0	0	0	0	0	6	0	0
Gm44418	0	0	0	0	0	0	0	0	0	0
Gm44419	0	0	0	2	2	0	3	2	5	0
Gm44420	0	0	0	0	0	0	0	0	0	0
Gm44421	0	0	0	0	0	0	0	0	0	0
Gm44422	0	0	0	0	0	0	0	0	0	0
Gm44423	19	19	14	15	12	25	47	29	17	18
Gm44424	1	1	1	2	4	3	0	1	1	1
Gm44425	0	0	0	0	0	0	0	0	0	0
Gm44426	0	0	0	0	0	0	0	0	0	0
Gm44427	0	0	0	0	0	0	0	0	0	0
Gm44428	0	0	0	1	0	1	0	1	1	4
Gm44429	0	0	0	0	0	0	0	0	0	0
Gm44430	1	0	6	0	2	7	2	2	1	4
Gm44431	0	0	0	0	0	0	0	0	0	0
Gm44432	10	1	1	13	4	4	7	5	5	6
Gm44433	0	0	0	0	0	0	0	0	0	0
Gm44434	0	0	0	0	0	1	0	2	2	0
Gm44435	0	0	0	0	0	0	0	0	0	0
Gm44436	0	0	0	0	0	0	0	0	0	0
Gm44437	0	0	0	0	0	0	0	1	0	0
Gm44438	0	0	0	0	0	0	0	0	0	0
Gm44439	0	0	0	1	0	0	0	0	0	0
Gm44440	0	0	0	0	0	0	0	0	0	0
Gm44441	0	0	0	0	0	0	0	0	0	0
Gm44442	0	0	0	0	0	0	0	0	0	0
Gm44443	20	0	10	6	9	0	2	7	1	3
Gm44445	0	3	0	0	1	2	0	1	0	0
Gm44446	0	0	0	0	0	0	0	0	0	0
Gm44448	0	0	1	0	0	0	0	0	1	0
Gm44449	0	0	0	0	0	0	0	0	0	0
Gm44450	0	0	0	0	0	0	0	0	0	0
Gm44451	0	0	0	0	0	0	0	0	0	0
Gm44452	0	0	0	0	0	0	0	0	0	0
Gm44453	0	0	0	0	0	0	0	0	0	0
Gm44454	0	0	0	0	0	0	0	0	0	0
Gm44455	0	0	0	0	0	0	0	0	0	0
Gm44456	0	0	0	0	0	0	0	0	0	0
Gm44457	0	0	0	0	0	0	0	0	0	0
Gm44458	0	0	1	0	0	1	0	0	0	0
Gm44459	0	0	0	0	0	0	0	0	0	0
Gm44460	0	0	0	0	0	0	0	0	0	0
Gm44461	0	0	0	0	0	0	0	0	0	0
Gm44462	0	0	0	0	0	0	0	0	0	0
Gm44463	0	0	0	0	0	0	0	0	0	0
Gm44464	0	0	0	0	0	0	0	0	0	0
Gm44465	0	0	0	0	0	0	0	0	0	0
Gm44466	0	0	0	0	0	0	0	0	0	0
Gm44467	0	0	0	1	0	0	0	0	0	0
Gm44468	0	0	0	0	0	0	0	0	0	0
Gm44469	0	0	0	0	0	0	1	1	0	0
Gm44470	3	0	0	0	0	0	0	0	0	0
Gm44471	0	0	0	0	0	0	0	0	0	0
Gm44472	0	0	0	0	0	0	0	0	0	0
Gm44473	0	0	0	0	0	0	0	0	0	0
Gm44474	0	0	0	0	0	0	0	0	0	0
Gm44475	0	0	0	0	0	0	0	0	0	0
Gm44476	0	0	0	0	0	0	0	0	0	0
Gm44477	0	0	1	0	0	0	0	0	0	0
Gm44478	0	0	0	0	0	0	0	0	0	0
Gm44479	0	0	0	0	0	0	0	0	0	0
Gm44480	0	0	0	0	0	0	0	0	0	0
Gm44481	4	1	0	4	2	5	6	3	6	3
Gm44482	0	0	0	0	0	0	0	0	0	0
Gm44483	0	0	0	0	0	0	0	0	0	0
Gm44484	0	0	0	0	0	0	0	0	0	0
Gm44485	0	0	0	1	0	0	0	0	0	0
Gm44486	0	0	0	0	0	0	0	0	0	0
Gm44487	0	0	0	0	0	0	0	0	0	0
Gm44488	0	0	0	0	0	0	0	1	0	0
Gm44489	0	0	0	0	0	0	0	0	0	0
Gm44490	0	0	0	0	0	0	0	0	0	0
Gm44491	0	0	0	0	0	0	0	0	0	0
Gm44492	0	0	0	0	0	0	0	0	0	0
Gm44493	0	0	0	0	0	0	0	0	0	0
Gm44494	0	0	0	0	0	0	0	0	0	0
Gm44495	0	0	0	0	0	0	0	0	0	0
Gm44496	0	0	0	0	0	0	0	0	0	0
Gm44497	0	0	0	0	0	0	0	0	0	0
Gm44498	0	0	0	0	0	0	0	0	0	0
Gm44499	0	0	0	0	0	0	0	0	0	0
Gm4450	0	0	0	0	0	0	0	0	0	0
Gm44500	0	0	0	0	0	0	0	0	0	0
Gm44501	0	0	0	0	0	0	0	0	0	0
Gm44503	0	0	0	0	0	0	0	0	0	0
Gm44506	0	0	0	0	0	0	0	0	0	0
Gm44507	0	1	0	0	0	0	0	0	0	0
Gm44508	0	0	0	0	0	0	0	0	0	0
Gm44509	0	0	0	0	0	0	0	0	0	1
Gm4451	0	0	0	0	0	0	0	0	0	0
Gm44510	0	0	0	0	0	2	0	0	0	0
Gm44511	0	0	0	0	0	0	0	0	0	0
Gm44513	0	0	0	0	0	0	0	0	0	0
Gm44515	0	0	0	0	0	0	0	0	0	0
Gm44516	0	0	0	0	0	0	0	0	0	0
Gm44518	0	0	0	0	0	0	0	0	0	0
Gm44519	0	0	0	0	0	0	0	0	0	0
Gm44520	0	0	0	0	0	0	0	0	0	0
Gm44521	0	0	0	0	0	0	0	0	0	0
Gm44523	0	0	1	0	0	0	0	0	0	0
Gm44524	0	1	0	0	0	0	0	0	0	0
Gm44525	0	0	0	0	0	0	0	0	0	0
Gm44526	0	0	0	0	0	0	0	0	0	0
Gm44527	0	0	0	0	0	0	0	0	0	0
Gm44530	2	0	0	6	0	3	0	1	0	0
Gm44531	0	0	0	0	0	0	0	0	0	0
Gm44532	0	0	0	0	0	0	0	0	0	0
Gm44533	0	0	0	0	0	0	0	0	0	0
Gm44535	0	0	0	0	0	0	0	0	0	0
Gm44538	0	0	0	0	0	0	0	0	0	0
Gm44539	0	0	0	0	0	0	0	0	0	0
Gm4454	0	0	0	0	0	0	0	0	0	0
Gm44540	0	0	0	0	0	0	0	0	0	0
Gm44541	0	0	0	0	0	0	0	0	0	0
Gm44542	0	0	0	1	0	0	0	0	0	0
Gm44543	0	0	0	0	0	0	0	0	0	0
Gm44544	0	0	0	0	0	0	0	0	0	0
Gm44545	0	0	0	0	0	0	0	0	0	0
Gm44546	0	0	0	0	0	0	0	0	0	0
Gm44547	0	0	0	0	0	0	0	0	0	0
Gm44548	0	0	0	0	0	0	0	0	0	0
Gm44549	3	0	1	0	0	1	2	0	0	2
Gm44550	3	2	0	0	5	5	18	2	2	1
Gm44551	0	0	0	0	0	0	0	0	0	0
Gm44552	1	0	1	4	6	2	3	3	2	0
Gm44553	0	2	3	3	4	3	3	2	5	0
Gm44554	0	0	0	0	0	0	0	0	0	0
Gm44555	0	0	0	0	0	0	0	0	0	0
Gm44559	5	0	0	0	4	0	3	2	0	5
Gm44560	0	0	0	2	0	0	2	0	0	0
Gm44561	0	0	0	0	0	0	0	0	0	0
Gm44562	2	0	0	3	0	0	0	0	0	0
Gm44563	0	0	0	0	0	0	0	0	0	0
Gm44564	0	0	0	0	0	0	0	0	0	0
Gm44565	0	0	0	0	0	0	0	0	0	0
Gm44566	0	0	0	0	0	0	0	0	0	0
Gm44567	98	38	35	75	45	78	87	60	94	74
Gm44570	0	0	0	0	0	0	0	7	0	0
Gm44571	10	4	11	0	8	8	12	4	2	14
Gm44573	1	1	0	0	0	3	0	1	0	0
Gm44574	0	0	0	0	0	0	0	0	0	0
Gm44575	0	0	0	0	0	0	0	0	0	0
Gm44576	0	0	0	0	0	0	1	0	0	0
Gm44577	0	0	0	0	0	0	0	0	0	0
Gm44578	0	0	0	0	0	0	0	0	0	0
Gm44579	0	0	0	0	0	0	0	0	0	0
Gm44580	0	0	0	0	0	0	0	0	0	0
Gm44581	0	0	1	0	0	0	0	0	0	0
Gm44582	0	0	0	0	0	0	0	0	0	0
Gm44583	0	0	0	0	0	0	0	0	0	0
Gm44584	0	0	0	0	0	0	0	0	0	0
Gm44585	0	0	0	0	0	0	0	0	0	0
Gm44586	0	0	0	0	0	0	0	0	0	0
Gm44587	0	0	0	0	0	0	0	0	0	0
Gm44588	0	0	0	0	0	0	0	0	0	0
Gm44589	0	0	0	0	0	0	0	0	0	0
Gm4459	0	0	0	0	0	0	1	0	2	0
Gm44590	0	0	0	0	0	0	0	0	0	0
Gm44593	0	0	0	0	0	0	0	0	0	0
Gm44594	0	0	0	0	0	0	0	0	0	0
Gm44596	0	0	0	0	0	0	0	0	0	0
Gm44597	36	50	49	51	53	99	93	84	74	64
Gm44598	0	0	0	0	0	0	0	0	0	0
Gm44600	0	0	0	0	0	0	0	0	0	0
Gm44601	0	0	0	0	0	0	0	0	0	0
Gm44602	0	0	0	0	0	0	0	0	0	0
Gm44603	0	0	0	0	0	0	0	0	0	0
Gm44604	0	0	0	0	0	0	0	0	0	0
Gm44605	0	0	0	0	0	0	0	0	0	0
Gm44607	0	0	0	0	0	0	0	0	0	0
Gm44608	0	0	0	0	0	0	0	0	0	0
Gm44609	0	0	0	0	0	0	0	0	0	0
Gm44610	0	0	0	1	0	0	0	0	0	0
Gm44611	0	0	0	0	0	0	0	0	0	0
Gm44613	0	0	0	0	0	0	0	0	0	0
Gm44615	0	0	0	0	0	0	0	0	0	0
Gm44616	3	0	1	3	2	4	4	1	5	2
Gm44617	0	0	0	0	0	0	0	0	0	0
Gm44618	1	0	0	0	0	1	1	0	0	0
Gm4462	0	0	1	0	0	0	0	0	0	0
Gm44620	1	0	0	0	0	0	0	0	0	0
Gm44621	0	0	0	0	0	0	0	0	0	0
Gm44622	0	0	0	0	0	0	0	0	0	0
Gm44623	2	1	1	2	1	2	1	2	7	1
Gm44624	5	1	2	1	0	6	8	3	1	0
Gm44625	11	8	5	13	13	11	14	9	2	3
Gm44626	0	0	0	3	0	0	0	0	0	0
Gm44627	0	0	0	0	0	4	0	2	2	1
Gm44629	0	0	3	0	0	0	0	0	0	0
Gm44632	0	0	0	0	0	0	0	0	0	0
Gm44633	1	0	0	0	0	0	1	0	0	0
Gm44634	0	0	0	0	0	0	0	0	0	0
Gm44636	0	0	1	2	0	0	4	0	2	0
Gm44638	0	0	0	0	0	0	0	0	0	0
Gm44639	48	16	26	31	25	19	27	26	46	24
Gm44640	0	0	0	0	0	1	0	0	0	0
Gm44641	0	1	0	2	2	1	0	1	4	0
Gm44643	0	0	0	0	0	0	0	0	0	0
Gm44644	0	0	0	0	0	0	0	0	0	0
Gm44645	2	0	3	6	5	5	3	1	6	3
Gm44646	0	0	0	0	0	0	0	0	0	0
Gm44647	1	0	5	1	1	4	7	4	2	1
Gm44648	0	0	0	0	0	0	0	1	0	0
Gm44649	12	9	4	4	4	9	15	13	2	4
Gm44650	0	0	0	0	0	0	0	0	0	0
Gm44651	0	0	0	0	0	0	0	0	0	0
Gm44652	0	0	0	0	0	0	0	0	0	0
Gm44654	0	0	0	0	0	0	0	0	0	0
Gm44655	0	0	0	0	0	0	0	0	0	0
Gm44656	0	0	0	0	0	0	0	0	0	0
Gm44657	0	0	0	0	0	0	0	0	0	0
Gm44658	0	0	1	0	0	0	1	0	0	0
Gm44659	17	7	17	43	32	31	43	24	51	47
Gm44660	0	0	0	0	0	0	0	0	0	0
Gm44661	0	0	0	0	0	1	2	1	0	1
Gm44662	0	0	0	0	0	0	0	0	0	0
Gm44663	15	10	7	1	8	10	15	7	13	10
Gm44664	7	9	7	8	6	12	26	5	21	5
Gm44665	0	0	0	0	0	0	0	0	0	0
Gm44666	0	0	0	0	0	0	0	0	0	0
Gm44667	16	4	2	8	7	5	7	7	4	10
Gm44668	8	0	0	0	0	5	4	1	1	1
Gm44669	0	0	0	1	0	0	0	0	0	0
