Gene	L10.D8.Tox.WT5.Tim3n_S10	L12.D8.Tox.KO1.Tim3n_S12	L14.D8.Tox.KO2.Tim3n_S14	L16.D8.Tox.KO3.Tim3n_S1	L18.D8.Tox.KO4.Tim3n_S3	L20.D8.Tox.KO5.Tim3n_S5	L2.D8.Tox.WT1.Tim3n_S2	L4.D8.Tox.WT2.Tim3n_S4	L6.D8.Tox.WT3.Tim3n_S6	L8.D8.Tox.WT4.Tim3n_S8
9530034E10Rik	6	2	2	0	10	14	0	12	7	6
9530036M11Rik	0	2	11	0	0	0	0	0	0	0
9530036O11Rik	0	0	0	0	0	0	1	0	0	0
9530046B11Rik	3	2	2	8	3	8	7	4	11	2
9530050K03Rik	0	0	0	0	0	0	0	0	0	0
9530051G07Rik	0	0	0	0	0	0	0	0	0	0
9530052C20Rik	1	0	7	1	1	1	3	2	0	3
9530052E02Rik	0	0	0	0	0	0	0	0	0	0
9530053A07Rik	1	0	0	0	0	0	0	0	0	0
9530056K15Rik	0	12	6	5	2	1	0	5	4	8
9530059O14Rik	0	0	0	0	0	0	0	1	0	3
9530062K07Rik	9	19	10	9	0	5	2	13	3	14
9530068E07Rik	3026	3092	3419	3041	2144	3393	2699	2909	2590	3280
9530077C05Rik	51	23	33	20	17	32	39	22	16	58
9530078K11Rik	7	3	1	1	2	0	2	2	1	6
9530080O11Rik	3	0	1	2	0	0	0	0	2	1
9530082P21Rik	153	226	133	128	96	77	139	352	155	294
9530085L11Rik	25	29	27	19	26	22	19	31	22	29
9530085P06Rik	0	0	0	0	0	0	0	0	0	0
9530086O07Rik	0	0	0	0	0	0	0	0	0	0
9530097N15Rik	1	0	0	0	0	0	0	0	0	0
9630001P10Rik	0	0	0	0	0	0	0	0	0	0
9630002D21Rik	0	0	0	0	0	0	0	0	0	0
9630010A21Rik	149	292	333	229	254	226	169	208	126	164
9630013D21Rik	25	7	28	34	36	26	5	32	24	20
9630013K17Rik	9	3	2	9	6	2	6	7	5	1
9630028B13Rik	0	0	0	0	0	0	0	0	0	0
9630028H03Rik	0	0	0	0	0	0	0	0	0	1
9630041A04Rik	0	0	0	0	0	0	0	0	0	0
9830004L10Rik	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	46	3	14	10	14	0	11	15	31	98
9830132P13Rik	1	0	0	0	0	1	6	0	0	0
9830144P21Rik	151	147	171	149	204	169	209	176	157	90
9930004E17Rik	3	7	3	0	5	4	7	12	2	1
9930012K11Rik	120	204	205	191	157	167	151	140	169	97
9930014A18Rik	11	7	28	35	17	26	24	16	4	9
9930021J03Rik	236	253	236	285	174	227	165	281	245	278
9930022D16Rik	3	4	7	2	3	3	2	0	0	9
9930024M15Rik	18	17	25	34	24	36	19	32	9	21
9930038B18Rik	0	0	0	0	0	0	0	0	0	0
9930104L06Rik	348	319	313	331	171	246	266	254	261	341
9930111H07Rik	0	0	0	0	0	2	0	1	1	1
9930111J21Rik1	928	813	699	1044	944	1276	1365	1811	1250	1450
9930111J21Rik2	1126	1051	1014	1350	1317	2012	1745	2078	1348	1732
9930120I10Rik	23	24	28	17	17	16	13	28	9	15
a	21	17	16	14	4	10	6	10	7	6
A030001D20Rik	4	9	1	0	0	0	3	0	3	0
A030003K21Rik	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0
A030005L19Rik	0	0	0	1	0	0	0	0	0	1
A030012G06Rik	0	0	0	0	0	0	0	0	0	0
A030014E15Rik	0	0	0	0	0	0	0	0	0	0
A130006I12Rik	12	13	9	7	8	10	18	5	10	3
A130010J15Rik	169	93	159	78	98	122	54	99	156	210
A130012E19Rik	27	44	43	72	36	16	50	34	32	26
A130014A01Rik	141	127	126	108	69	117	111	129	74	182
A130023I24Rik	0	2	0	0	0	0	0	0	2	0
A130030D18Rik	0	0	0	0	0	0	0	0	0	0
A130048G24Rik	15	27	16	22	26	45	4	11	10	15
A130050O07Rik	0	7	7	2	1	4	0	1	1	12
A130051J06Rik	23	15	30	6	19	23	27	40	25	5
A130071D04Rik	525	709	680	656	493	734	436	523	390	471
A130077B15Rik	0	0	1	0	0	0	0	0	2	0
A1bg	0	0	0	0	0	0	0	0	0	0
A1cf	0	0	0	0	0	0	0	0	0	0
A230001M10Rik	0	0	0	0	0	0	0	0	0	0
A230004M16Rik	0	0	0	0	0	0	0	0	0	0
A230005M16Rik	1	0	0	2	0	0	0	1	0	0
A230006K03Rik	0	0	1	0	0	0	0	0	0	0
A230009B12Rik	0	0	0	0	0	0	0	0	0	0
A230020J21Rik	0	4	2	0	1	2	0	0	0	1
A230028O05Rik	0	0	0	0	0	0	0	1	0	0
A230050P20Rik	862	828	821	875	556	814	713	1067	683	683
A230052G05Rik	0	0	0	0	0	0	0	0	0	0
A230056P14Rik	32	20	23	8	11	18	11	13	20	35
A230057D06Rik	0	0	0	0	0	0	0	0	0	0
A230059L01Rik	0	1	1	0	0	0	0	0	0	0
A230060F14Rik	10	9	17	7	12	10	8	6	6	9
A230065H16Rik	33	65	32	45	29	38	40	13	30	17
A230065N10Rik	0	0	0	0	0	0	0	0	0	0
A230072C01Rik	47	86	54	32	36	48	27	52	35	38
A230072E10Rik	12	13	6	20	3	13	8	2	6	1
A230072I06Rik	0	0	0	0	0	0	0	0	0	0
A230077H06Rik	0	0	0	0	0	0	0	0	0	0
A230081H15Rik	0	0	0	0	0	0	0	0	0	0
A230083G16Rik	0	3	5	3	0	0	0	0	0	1
A230083N12Rik	4	6	4	1	2	2	0	2	0	1
A230085B16Rik	0	0	0	0	0	0	0	0	0	0
A230087F16Rik	0	0	0	0	0	2	0	0	0	0
A230098N10Rik	0	0	0	0	0	0	0	0	0	0
A230103J11Rik	0	1	3	6	4	3	3	7	0	0
A230103L15Rik	6	0	4	3	0	3	1	1	2	4
A230107N01Rik	0	0	0	0	1	5	4	0	0	0
A230108P19Rik	2	10	0	0	0	8	0	0	0	0
A26c2	0	0	0	0	0	0	0	0	0	0
A2m	0	0	0	0	0	0	0	0	0	0
A2ml1	0	0	0	0	0	0	0	0	0	0
A330008L17Rik	0	0	0	0	0	0	0	0	0	0
A330009N23Rik	19	12	17	35	2	17	18	12	2	3
A330015K06Rik	1	2	1	0	0	0	0	0	0	0
A330023F24Rik	39	22	64	28	50	48	24	31	23	22
A330032B11Rik	0	3	0	1	0	0	0	0	0	5
A330033J07Rik	0	0	0	0	0	0	0	0	0	0
A330035P11Rik	24	13	18	32	4	20	12	22	25	12
A330040F15Rik	14	17	20	13	9	16	13	12	17	18
A330041J22Rik	0	0	0	0	0	0	0	0	0	0
A330043C09Rik	1	0	0	0	0	0	0	0	0	0
A330044P14Rik	0	1	0	0	0	0	0	0	0	0
A330048O09Rik	0	0	0	0	0	0	0	0	0	0
A330049N07Rik	0	0	0	0	0	0	0	0	0	0
A330058E17Rik	0	0	0	0	0	0	0	0	0	0
A330069E16Rik	46	41	41	32	28	19	33	25	14	14
A330069K06Rik	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0	0
A330074H02Rik	0	0	0	0	0	0	0	0	0	0
A330074K22Rik	0	0	0	0	0	0	0	0	0	0
A330076C08Rik	4	4	2	0	0	2	9	1	1	1
A330076H08Rik	0	0	0	0	0	0	0	0	0	0
A330087D11Rik	0	0	0	0	0	0	0	0	0	0
A330093E20Rik	0	0	0	0	0	0	0	0	0	0
A330094K24Rik	6	3	0	0	0	3	0	3	0	3
A330102I10Rik	0	0	0	0	0	0	0	0	0	0
A3galt2	2	2	0	0	0	5	0	0	5	0
A430005L14Rik	1024	980	1329	1122	922	1292	911	1122	958	1045
A430010J10Rik	15	24	15	20	18	20	11	13	20	14
A430018G15Rik	4	5	0	1	1	2	2	5	3	3
A430027C01Rik	23	34	11	14	21	26	30	15	13	12
A430027H14Rik	0	0	0	0	0	0	0	0	0	0
A430028G04Rik	31	45	39	47	51	73	62	28	34	21
A430033K04Rik	185	145	153	150	108	235	140	223	114	150
A430034D21Rik	0	0	0	0	0	0	0	0	0	0
A430035B10Rik	168	86	115	57	55	51	73	116	64	98
A430046D13Rik	227	267	272	205	207	308	240	273	171	115
A430048G15Rik	0	0	0	0	0	0	0	0	0	0
A430050A11Rik	0	0	0	0	0	0	0	0	0	0
A430057M04Rik	9	14	19	15	2	7	7	14	7	17
A430060F13Rik	0	0	0	0	0	0	0	0	0	0
A430072C10Rik	0	0	0	0	0	1	0	6	0	0
A430072P03Rik	44	82	85	99	64	89	60	63	24	31
A430073D23Rik	7	11	13	11	1	1	2	1	5	1
A430078G23Rik	888	1164	820	1004	1052	1506	1330	1469	1324	843
A430078I02Rik	4	3	1	4	5	2	2	0	3	0
A430089I19Rik	0	0	0	0	0	0	0	0	0	0
A430093F15Rik	649	897	913	843	622	1053	749	514	493	271
A430103D13Rik	12	15	13	13	15	21	5	26	5	9
A430105I19Rik	0	17	10	0	3	0	0	0	8	23
A430105J06Rik	12	4	10	6	8	11	5	22	13	9
A430106G13Rik	0	0	0	0	1	0	0	0	0	3
A430108G06Rik	0	0	0	4	0	0	0	0	0	0
A430110C17Rik	1	0	0	0	0	0	3	0	0	0
A430110L20Rik	3	10	4	5	3	8	8	10	4	5
A4galt	44	21	19	8	1	0	3	15	19	35
A4gnt	0	0	0	0	0	0	0	0	0	0
A530006G24Rik	0	0	0	0	0	2	0	0	0	0
A530010F05Rik	0	0	0	0	0	0	0	0	0	0
A530010L16Rik	89	146	58	105	85	190	66	107	97	85
A530013C23Rik	12	5	3	1	0	0	0	1	0	6
A530016L24Rik	0	0	0	0	0	0	0	0	0	0
A530017D24Rik	12	32	14	13	11	12	12	6	7	20
A530020G20Rik	0	0	0	0	0	0	0	0	0	1
A530021J07Rik	3	0	1	0	3	0	0	0	8	0
A530030E21Rik	11	0	11	2	0	4	1	11	3	14
A530032D15Rik	50	25	37	46	13	14	15	94	65	170
A530040E14Rik	71	41	62	59	22	18	50	90	64	137
A530041M06Rik	96	80	118	71	73	79	75	91	78	82
A530046M15Rik	0	0	0	0	0	0	0	0	0	0
A530053G22Rik	0	0	0	0	0	0	0	0	0	0
A530053M12Rik	0	0	0	0	0	0	0	0	0	0
A530058N18Rik	4	0	0	0	0	0	2	0	0	0
A530058O07Rik	0	0	0	0	0	0	0	0	0	0
A530064D06Rik	113	51	56	47	34	3	14	136	115	294
A530064N14Rik	7	4	0	2	6	0	4	0	0	5
A530072M11Rik	28	27	32	29	18	41	31	23	19	10
A530076I17Rik	20	7	17	0	1	2	1	18	14	40
A530083I20Rik	1	1	0	0	0	1	0	1	1	0
A530083M17Rik	9	38	66	49	35	18	25	23	26	5
A530084C06Rik	0	0	0	0	0	0	0	0	0	0
A530095I07Rik	0	0	0	0	0	0	0	0	0	0
A530099J19Rik	27	6	18	38	0	2	2	68	34	36
A630001G21Rik	733	940	833	888	531	811	693	899	509	856
A630001O12Rik	2	4	2	2	2	4	1	3	4	7
A630009H07Rik	0	0	0	0	1	4	0	0	0	0
A630010A05Rik	0	0	0	0	0	0	0	0	0	0
A630012P03Rik	5	0	0	14	0	0	0	18	7	31
A630014C17Rik	8	7	0	5	0	16	13	9	14	8
A630023A22Rik	0	0	0	0	0	0	0	0	0	0
A630023P12Rik	55	27	11	38	28	92	28	62	38	59
A630031M04Rik	0	0	0	0	0	0	0	0	0	0
A630033H20Rik	158	264	264	136	112	177	225	202	219	305
A630035G10Rik	25	40	49	49	46	47	27	31	33	9
A630050E04Rik	0	0	0	0	0	0	0	0	0	0
A630052C17Rik	127	126	132	122	103	108	88	55	95	62
A630072L19Rik	11	35	31	51	18	29	18	14	24	34
A630072M18Rik	10	11	26	10	5	10	7	10	12	15
A630073D07Rik	0	0	0	0	0	0	0	0	0	0
A630075F10Rik	0	0	0	0	0	0	0	0	0	0
A630076J17Rik	0	0	0	0	0	0	0	0	0	0
A630081D01Rik	48	70	85	75	63	88	78	65	47	44
A630091E08Rik	0	0	0	0	0	0	0	0	0	0
A630095E13Rik	0	0	0	0	0	0	0	0	0	0
A630095N17Rik	1	0	0	0	0	2	0	0	2	2
A730004F24Rik	0	0	0	0	0	0	0	0	0	0
A730009L09Rik	0	5	0	0	0	0	0	0	0	3
A730011C13Rik	80	82	40	59	30	71	64	113	47	67
A730013G03Rik	0	0	0	0	0	0	0	0	0	0
A730015C16Rik	4	8	6	7	3	0	1	1	10	2
A730017C20Rik	1	0	0	0	0	0	0	0	0	0
A730017L22Rik	56	32	24	43	41	40	19	70	27	34
A730018C14Rik	0	0	0	0	1	0	0	0	0	0
A730020E08Rik	0	0	0	0	0	4	0	0	0	0
A730020M07Rik	0	0	0	0	0	0	0	0	0	0
A730032A03Rik	0	0	0	0	0	0	0	0	0	0
A730035I17Rik	0	0	0	0	0	0	0	0	0	0
A730036I17Rik	2	2	1	1	3	0	0	0	1	10
A730045E13Rik	0	0	0	0	0	0	0	0	0	0
A730046J19Rik	0	0	0	0	0	0	0	0	0	0
A730049H05Rik	0	0	0	0	0	0	0	0	0	0
A730056A06Rik	0	0	0	0	0	0	0	0	0	0
A730060N03Rik	0	0	0	0	0	0	0	0	0	0
A730061H03Rik	1	1	0	5	0	6	2	1	0	0
A730062M13Rik	0	0	0	0	0	2	0	0	0	0
A730065G17Rik	0	0	0	0	0	0	0	0	0	0
A730071L15Rik	3	2	6	2	3	8	2	0	1	3
A730081D07Rik	3	0	0	0	0	0	0	0	1	1
A730082K24Rik	0	0	0	0	0	0	0	0	0	0
A730085K08Rik	3	8	0	0	0	0	1	5	0	2
A730089K16Rik	59	18	43	22	10	17	2	9	9	15
A730090N16Rik	2	0	9	8	0	1	0	4	5	2
A730091E23Rik	41	16	18	29	39	36	46	24	12	15
A730094K22Rik	0	0	0	0	0	0	0	0	0	0
A730098A19Rik	0	0	0	0	0	0	0	0	0	0
A830005F24Rik	28	36	31	39	22	43	54	54	36	26
A830008E24Rik	0	0	0	0	0	0	0	2	0	0
A830009L08Rik	4	5	4	0	1	4	1	4	1	0
A830010M20Rik	102	61	95	49	74	80	115	90	83	97
A830011K09Rik	1	0	0	0	0	0	0	0	0	0
A830012C17Rik	0	3	0	0	0	1	0	6	0	2
A830018L16Rik	0	0	0	0	0	0	0	0	0	0
A830019L24Rik	0	0	0	0	0	0	0	0	0	0
A830019P07Rik	0	0	0	0	0	0	0	0	0	0
A830029E22Rik	0	0	0	0	0	0	0	0	0	0
A830031A19Rik	0	0	0	0	0	0	0	0	0	0
A830035A12Rik	1	0	0	1	0	0	0	0	0	0
A830035O19Rik	26	46	26	56	33	40	37	39	49	35
A830036E02Rik	0	0	0	0	0	0	0	0	0	0
A830052D11Rik	4	0	0	0	0	0	0	0	0	0
A830073O21Rik	1	0	0	0	0	0	0	0	0	0
A830082K12Rik	0	0	0	0	0	0	0	0	0	0
A830092H15Rik	0	0	0	0	0	0	0	0	0	0
A930001A20Rik	1	0	0	3	1	7	1	0	0	0
A930001C03Rik	2	0	0	0	0	0	0	0	0	0
A930002H02Rik	0	0	0	0	0	0	0	0	0	0
A930002H24Rik	0	0	0	0	0	1	0	0	0	1
A930002I21Rik	19	29	0	12	10	16	17	10	11	8
A930003A15Rik	0	0	0	5	0	0	0	0	0	0
A930003O13Rik	0	3	0	0	0	1	0	0	1	1
A930004D18Rik	24	38	60	15	12	33	6	13	5	11
A930004J17Rik	90	77	65	52	66	79	31	65	46	58
A930005G22Rik	0	0	0	0	0	0	0	0	0	0
A930005H10Rik	242	340	264	224	144	274	212	215	179	133
A930005N03Rik	0	0	0	0	0	0	0	0	0	0
A930006I01Rik	0	0	0	0	0	0	0	0	0	0
A930006K02Rik	74	74	81	97	57	85	64	118	92	63
A930006L05Rik	30	38	62	19	31	34	39	30	26	20
A930007I19Rik	43	104	70	71	31	65	47	93	42	70
A930009A15Rik	0	0	0	0	0	0	0	0	0	0
A930012L18Rik	2	0	0	0	0	0	0	0	0	0
A930012O16Rik	34	65	81	41	41	66	40	40	26	37
A930014E01Rik	0	0	0	0	0	0	0	0	0	0
A930014E10Rik	0	0	0	0	0	0	0	0	0	0
A930015D03Rik	1	2	1	0	5	3	0	0	2	0
A930016O22Rik	4	4	9	2	3	10	4	19	5	1
A930017K11Rik	0	0	0	0	0	0	0	0	0	0
A930017M01Rik	0	0	0	0	0	0	0	0	0	0
A930018P22Rik	1	1	0	0	0	0	0	3	0	0
A930019D19Rik	2	2	4	0	1	9	10	2	5	1
A930023M06Rik	0	0	0	0	0	0	0	0	0	3
A930024E05Rik	68	51	78	45	40	106	28	45	36	18
A930024N18Rik	10	0	0	0	0	0	0	0	0	1
A930027P06Rik	0	0	0	0	0	0	1	0	0	0
A930028O11Rik	0	0	0	0	0	0	0	0	0	0
A930029G22Rik	19	37	46	39	30	26	26	30	17	37
A930030B08Rik	0	0	0	0	0	1	0	0	0	0
A930031H19Rik	0	0	0	0	0	0	0	0	0	0
A930032L01Rik	2	2	4	4	0	2	0	0	0	0
A930033H14Rik	0	5	3	6	0	3	0	11	1	11
A930033M14Rik	0	0	0	0	0	1	0	0	0	0
A930035D04Rik	1	3	3	2	4	2	0	4	2	0
A930036I15Rik	0	0	0	0	0	0	0	0	0	0
A930036K24Rik	0	0	0	0	0	1	0	0	0	0
A930037H05Rik	96	61	98	82	46	50	83	115	65	146
A930038B10Rik	4	3	0	0	0	0	0	0	0	1
A930040O22Rik	0	4	2	3	0	0	0	2	0	0
A930041C12Rik	10	11	20	7	4	7	4	15	11	2
A930104D05Rik	0	0	0	0	0	0	0	0	0	0
AA386476	49	56	79	63	48	51	45	73	47	45
AA387200	0	0	0	0	0	0	0	0	0	0
AA413626	28	10	11	8	6	22	16	25	16	7
AA414768	10	32	20	23	9	18	15	34	21	25
AA414992	0	0	0	0	0	0	0	0	0	0
AA465934	15	14	14	7	4	11	1	7	3	3
AA467197	318	516	636	334	365	349	433	277	319	161
AA474408	30	42	40	26	36	87	31	43	24	72
AA543186	4	9	7	2	9	16	1	7	1	6
AA543401	0	0	0	0	0	0	0	0	0	0
AA545190	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0
AA623943	0	0	0	0	0	0	0	0	0	0
AA645442	0	0	0	0	0	0	0	0	0	0
AA672651	0	0	0	0	0	0	0	0	0	0
AA792892	0	0	0	0	0	0	0	0	0	0
AA914427	7	4	12	0	19	14	31	8	7	5
AA986860	16	19	1	16	2	8	25	8	4	9
Aaas	1565	1407	1646	1453	951	1585	1105	1385	1080	1179
Aacs	634	536	709	797	410	915	474	877	648	991
Aadac	0	0	0	0	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	0	0	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0
Aadacl4	0	0	0	0	0	0	0	0	0	0
Aadat	0	0	0	0	0	0	0	0	0	0
Aaed1	663	785	585	611	381	668	537	538	445	431
Aagab	1832	2100	2224	2027	1574	2320	1993	2477	1852	2500
Aak1	902	1127	1402	1149	907	1697	1008	1263	1010	586
Aamdc	233	311	256	238	179	304	210	215	201	168
Aamp	2806	3162	3295	2911	1817	3104	2449	2880	2275	2800
Aanat	0	0	1	2	1	1	2	0	2	2
Aar2	819	1013	865	973	827	1196	864	1033	897	889
Aard	0	0	0	0	0	0	0	0	0	0
Aars	4168	3087	4025	3808	3488	4991	3738	5048	3608	4180
Aars2	429	391	326	295	265	478	322	465	319	394
Aarsd1	62	53	61	32	18	43	29	47	30	36
Aasdh	447	375	501	341	296	463	293	361	375	410
Aasdhppt	769	635	667	832	527	671	458	636	584	618
Aass	0	0	0	1	0	0	0	0	0	0
Aatf	1111	916	1076	1115	927	1289	863	1372	1065	1165
Aatk	140	140	205	103	31	13	50	291	167	395
AB041806	0	0	0	0	0	0	0	0	0	0
AB124611	1174	1189	1257	1101	521	545	753	1751	1175	2256
Abat	28	29	0	13	8	0	23	14	11	3
Abca1	203	270	232	170	123	55	126	401	367	578
Abca12	0	0	1	0	0	0	1	0	0	0
Abca13	23	25	62	57	6	19	3	35	21	72
Abca14	0	0	0	0	0	0	0	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0	0	0
Abca17	11	8	2	12	3	8	1	1	6	13
Abca2	1870	1757	3135	2513	1895	3181	2002	3008	2089	1375
Abca3	872	661	601	701	481	830	438	839	763	885
Abca4	1	0	0	0	0	1	0	0	0	0
Abca5	7	4	17	5	0	0	0	12	3	10
Abca6	4	22	46	10	3	0	0	25	3	13
Abca7	2290	2432	3061	2309	2297	3078	2393	3465	3008	3075
Abca8a	0	0	0	0	0	0	0	0	0	0
Abca8b	0	0	9	0	0	1	0	1	5	0
Abca9	34	26	24	15	0	8	1	29	27	107
Abcb10	1912	828	1196	1279	909	890	638	1031	1110	1132
Abcb11	1	0	0	0	0	0	0	0	0	0
Abcb1a	610	446	668	408	483	868	543	861	542	388
Abcb1b	600	670	833	656	773	1473	642	760	687	517
Abcb4	1121	509	700	515	397	302	179	698	476	704
Abcb5	0	0	0	0	0	0	0	0	0	0
Abcb6	28	23	23	27	22	17	6	43	20	25
Abcb7	461	567	644	388	412	598	253	389	356	327
Abcb8	916	864	852	975	581	960	743	983	787	876
Abcb9	926	966	1187	1082	828	1288	1309	1491	1001	670
Abcc1	499	595	752	582	488	1125	518	754	598	648
Abcc10	167	115	121	148	85	195	142	165	109	195
Abcc12	0	0	1	0	0	0	0	0	0	0
Abcc2	0	0	0	0	0	5	0	0	1	2
Abcc3	139	173	187	120	23	5	78	368	272	580
Abcc4	1328	1133	1234	1430	1094	2093	1553	1836	1615	1576
Abcc5	779	743	813	676	400	598	706	915	827	1658
Abcc6	0	0	0	0	0	0	0	0	0	0
Abcc8	0	0	4	0	0	0	0	0	0	0
Abcc9	0	1	3	0	0	2	0	2	0	4
Abcd1	1920	1678	1873	1567	1241	1936	1670	2181	1655	2602
Abcd2	541	282	817	470	176	36	212	546	623	1367
Abcd3	864	938	689	904	452	1250	512	701	496	793
Abcd4	441	414	327	454	371	506	409	519	446	426
Abce1	3761	2868	3806	3017	2271	3612	2745	3165	2649	3018
Abcf1	3330	3585	3810	3960	3102	4048	3229	3647	3008	3192
Abcf2	2552	2330	2768	2693	2260	3190	2082	3392	2386	3057
Abcf3	1418	1499	1516	1554	1087	2010	1755	1798	1360	1862
Abcg1	461	465	537	464	279	334	562	926	676	1094
Abcg2	1005	408	425	407	323	251	177	376	400	405
Abcg3	638	464	509	497	228	191	355	827	565	1240
Abcg4	489	166	197	178	110	152	58	217	158	132
Abcg5	0	0	0	0	0	1	0	2	2	0
Abcg8	0	0	0	0	0	0	0	0	0	0
Abhd1	7	14	8	11	3	13	3	14	17	13
Abhd10	472	412	576	317	287	388	237	424	307	381
Abhd11	511	422	467	454	296	326	262	505	375	521
Abhd11os	0	0	0	0	0	0	0	2	0	0
Abhd12	1803	1972	2148	1864	1093	1470	1423	2462	1573	3059
Abhd12b	0	3	4	1	0	0	0	0	0	3
Abhd13	796	911	850	657	604	852	547	925	544	842
Abhd14a	175	159	135	158	92	110	120	155	88	88
Abhd14b	66	54	42	63	46	46	58	48	18	49
Abhd15	43	55	41	61	38	56	53	92	57	85
Abhd16a	2325	2088	2298	2381	1705	1835	1494	2371	1864	2696
Abhd16b	2	4	0	0	7	1	0	0	0	0
Abhd17a	2026	2408	2723	2303	1674	2786	1707	2185	1710	1799
Abhd17b	1028	1066	1248	767	624	811	647	866	731	973
Abhd17c	1018	1116	1473	1184	763	1213	881	972	824	999
Abhd18	166	221	238	264	110	338	146	169	126	111
Abhd2	388	325	412	390	269	479	319	403	323	303
Abhd3	4	20	14	13	9	0	0	4	10	27
Abhd4	575	753	665	702	399	704	582	715	468	734
Abhd5	548	442	457	416	354	548	332	480	404	462
Abhd6	255	270	308	513	221	413	304	340	214	249
Abhd8	1059	1520	1237	1554	1010	1913	1206	1411	1049	793
Abi1	3080	3618	3761	1958	1841	3044	2030	2365	1962	2258
Abi2	344	395	712	633	288	717	325	251	288	343
Abi3	256	178	216	193	60	41	121	346	255	637
Abi3bp	6	0	1	9	0	1	0	0	0	3
Abl1	680	656	775	572	433	758	497	794	580	937
Abl2	154	154	133	112	95	137	72	133	86	106
Ablim1	10158	8637	7785	8320	8346	14969	16956	13308	11630	6669
Ablim2	74	102	73	89	119	174	141	79	115	44
Ablim3	0	0	0	0	0	2	0	0	0	0
Abo	0	0	0	0	0	0	0	0	0	0
Abr	3316	2809	3783	2555	2088	3411	2688	4408	3140	4322
Abra	0	2	0	0	0	3	0	0	1	0
Abracl	2384	3538	4057	2642	2182	3668	2482	2802	2346	2003
Abraxas1	415	380	488	334	297	367	243	334	245	292
Abraxas2	1048	1072	1078	970	640	864	634	1149	735	1222
Abt1	574	688	710	806	545	865	594	687	576	646
Abtb1	1589	1742	1435	1809	1131	1780	1602	1664	1299	1549
Abtb2	1412	1455	1563	1642	1311	2470	2106	2353	1921	1511
AC013548.1	0	0	0	0	0	0	0	0	0	0
AC022682.1	4	2	0	7	1	0	6	1	0	5
AC022682.2	0	0	0	0	0	0	0	0	0	0
AC022775.1	1	0	0	0	0	0	0	0	0	2
AC022775.2	2	1	3	2	1	4	2	2	0	0
AC025913.1	0	0	0	0	0	0	0	0	0	0
AC025913.2	0	0	0	0	1	0	0	0	0	2
AC027184.1	0	0	0	0	0	0	0	0	0	0
AC027700.1	0	0	0	0	0	0	0	0	0	0
AC034099.1	0	0	0	0	0	0	0	0	0	0
AC055772.1	4	0	7	3	2	2	2	4	0	7
AC061963.1	3	4	4	4	3	5	1	12	3	2
AC061963.2	5	0	4	2	5	0	2	4	0	8
AC068459.1	0	0	0	0	0	0	0	0	0	0
AC069074.1	0	0	0	0	0	0	0	0	0	0
AC069074.2	0	0	0	0	0	0	0	0	0	0
AC069308.1	0	0	0	0	0	0	0	0	0	0
AC069561.1	0	0	0	0	0	0	0	0	0	0
AC069561.2	0	0	0	0	0	0	0	0	0	0
AC069561.3	0	0	0	0	0	0	0	0	0	0
AC069561.4	0	0	0	0	0	0	0	0	0	0
AC069562.1	0	0	0	0	0	0	0	0	0	0
AC069562.2	3	0	0	3	0	0	0	0	0	0
AC069562.3	0	0	2	0	0	0	0	0	0	0
AC073562.1	7	2	7	8	3	11	2	19	7	6
AC073947.1	0	0	0	0	0	0	0	0	0	0
AC073947.2	1	0	3	0	1	1	0	0	0	0
AC073947.3	0	0	0	0	0	0	0	0	0	0
AC074315.1	0	0	0	0	0	0	0	0	0	0
AC079245.1	0	0	0	0	0	0	0	0	0	0
AC079644.1	0	0	0	0	0	0	0	0	0	0
AC079644.2	0	0	0	0	0	0	0	0	0	0
AC079644.3	0	0	0	0	0	0	0	0	0	0
AC079680.1	0	0	0	0	0	0	0	0	0	0
AC079680.2	0	0	0	0	0	0	0	0	0	0
AC079681.1	0	0	0	0	0	0	0	0	0	0
AC080021.1	0	0	0	0	0	0	0	0	0	0
AC084391.1	0	0	0	0	0	0	0	0	0	0
AC087559.1	0	0	0	0	0	0	0	0	0	0
AC087559.2	0	0	0	0	0	0	0	0	0	0
AC087559.3	0	0	0	0	0	0	0	0	0	0
AC087890.1	0	0	0	0	0	0	0	0	0	0
AC087891.1	0	0	0	0	0	0	0	0	0	0
AC087891.2	0	0	0	0	0	0	0	0	0	0
AC090496.1	0	0	0	0	0	0	0	0	0	0
AC090654.1	0	0	0	0	0	0	0	0	1	0
AC090659.1	0	0	0	0	0	0	0	0	0	0
AC090659.2	0	0	0	0	0	0	0	0	0	0
AC090962.1	0	0	0	0	0	0	0	0	0	0
AC090962.2	0	0	0	0	0	0	0	0	0	0
AC091237.1	0	0	0	0	0	0	0	0	0	0
AC091260.1	0	0	0	0	0	0	0	0	0	0
AC091458.1	0	0	0	0	0	0	0	0	0	0
AC091522.1	0	0	0	0	0	0	0	0	0	0
AC091683.1	0	0	0	0	0	0	0	0	0	0
