geneName	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
Gm44768	0	1	0	0	0	0	0	0	0	0
Gm44769	0	0	0	0	0	0	0	0	0	0
Gm44770	0	0	0	0	0	0	0	0	0	0
Gm44771	2	3	0	0	1	2	1	0	0	2
Gm44772	0	0	0	0	0	0	0	0	0	0
Gm44773	0	0	0	0	0	0	0	0	0	0
Gm44775	0	0	0	0	0	1	0	1	1	1
Gm44776	0	0	0	0	0	0	0	0	0	0
Gm44777	25	57	36	35	64	44	76	71	66	64
Gm44778	0	0	0	0	0	0	0	0	0	0
Gm44779	0	0	0	0	0	0	0	0	0	0
Gm4478	1	0	0	0	0	1	1	0	0	0
Gm44780	0	0	0	0	0	0	0	0	0	0
Gm44781	0	0	0	0	0	0	0	0	0	0
Gm44782	0	0	0	0	0	0	0	0	0	0
Gm44784	0	0	0	0	0	0	0	0	0	0
Gm44785	0	0	0	0	0	0	0	0	0	0
Gm44786	0	0	0	0	0	0	0	0	0	0
Gm44787	0	0	0	0	0	0	0	0	0	0
Gm44788	0	0	0	0	0	0	0	0	0	0
Gm44789	10	6	0	3	2	4	0	0	5	7
Gm4479	0	0	0	0	0	0	0	0	0	0
Gm44790	0	0	0	0	0	0	0	0	0	0
Gm44792	0	0	0	0	0	0	0	0	0	0
Gm44793	0	0	0	0	0	0	0	0	0	0
Gm44794	0	0	0	0	0	0	0	0	0	0
Gm44795	0	0	0	0	0	0	0	0	0	0
Gm44796	0	0	0	0	0	0	0	0	0	0
Gm44797	0	0	0	0	0	0	0	0	0	0
Gm44798	0	0	0	0	0	0	0	0	0	0
Gm44799	0	0	0	1	0	0	0	1	0	1
Gm44800	0	0	0	0	0	0	0	0	0	0
Gm44801	0	0	0	0	0	0	0	0	0	0
Gm44802	0	0	0	0	0	0	0	0	0	0
Gm44803	0	0	0	0	0	0	0	0	0	0
Gm44805	0	0	0	0	0	0	0	0	0	0
Gm44806	0	0	0	0	0	0	0	0	0	0
Gm44807	0	0	0	0	0	0	0	0	0	0
Gm44808	0	0	0	0	0	0	0	0	0	0
Gm44809	0	0	0	0	0	0	0	0	0	0
Gm44811	0	0	0	0	0	0	0	0	0	0
Gm44812	0	0	0	0	0	0	0	0	0	0
Gm44813	0	0	0	0	0	0	0	0	0	0
Gm44814	0	0	0	0	0	0	0	0	1	0
Gm44815	1	0	0	0	0	0	0	0	0	0
Gm44816	0	0	4	1	0	0	1	0	2	3
Gm44817	0	0	0	0	0	0	0	0	0	0
Gm44818	0	0	0	0	0	0	0	0	0	0
Gm4482	1	0	3	2	5	1	4	0	2	0
Gm44820	0	0	0	0	0	0	0	0	0	0
Gm44821	0	0	0	0	0	0	0	0	0	0
Gm44822	3	2	5	4	5	1	1	1	0	12
Gm44823	0	0	0	0	0	0	0	0	0	0
Gm44824	0	0	0	0	0	0	0	0	0	0
Gm44825	0	0	0	0	0	0	0	0	0	0
Gm44826	0	0	0	0	0	0	0	0	0	0
Gm44827	0	0	0	0	0	0	0	0	0	0
Gm44828	0	0	0	0	0	0	0	0	0	0
Gm44829	17	29	16	4	28	7	13	6	19	30
Gm44830	0	5	0	1	0	1	0	0	0	0
Gm44831	0	0	0	0	0	0	0	0	0	0
Gm44832	0	0	0	0	0	0	0	0	0	0
Gm44833	1	1	0	0	0	0	1	1	2	0
Gm44834	2	3	4	3	1	9	7	8	5	8
Gm44835	0	7	1	4	3	3	4	2	8	0
Gm44836	6	11	10	7	4	11	10	8	12	7
Gm44837	0	0	0	0	0	0	0	0	0	0
Gm44839	0	0	0	0	0	0	0	0	0	0
Gm44840	0	0	0	0	0	0	0	0	0	0
Gm44842	0	0	0	0	0	0	0	0	0	0
Gm44843	0	0	0	0	0	0	0	0	0	0
Gm44844	0	0	0	0	1	0	0	0	0	0
Gm44845	0	0	0	0	0	0	0	0	0	0
Gm44846	0	0	0	0	0	0	0	0	0	0
Gm44847	0	0	0	0	0	0	0	0	0	0
Gm44848	0	0	0	3	0	0	0	0	0	0
Gm44849	0	0	0	0	0	0	0	0	0	0
Gm44850	0	0	0	0	5	0	0	0	0	0
Gm44851	6	12	5	11	3	8	0	17	6	30
Gm44852	0	0	0	0	0	0	0	0	0	0
Gm44853	0	0	0	0	0	0	0	0	0	0
Gm44854	0	0	0	0	0	0	0	0	0	0
Gm44855	0	1	0	0	0	0	0	0	0	0
Gm44856	0	1	0	0	0	0	0	0	0	0
Gm44857	0	0	0	0	0	0	0	0	0	0
Gm44858	0	0	0	0	0	0	0	0	0	0
Gm44859	0	0	0	0	0	0	0	0	0	0
Gm44860	0	0	4	0	0	2	0	0	0	0
Gm44861	0	0	0	0	0	0	0	0	2	0
Gm44862	0	0	0	0	0	0	0	0	0	0
Gm44863	0	0	0	0	0	0	0	0	0	0
Gm44864	0	0	0	0	0	0	0	1	0	0
Gm44865	0	0	0	0	0	0	0	0	0	0
Gm44866	0	0	0	0	0	0	0	0	0	0
Gm44867	0	1	0	0	0	0	2	0	0	0
Gm44869	0	0	0	0	0	0	0	0	0	0
Gm4487	0	0	0	0	0	0	0	0	0	0
Gm44870	0	0	0	0	0	0	0	0	0	0
Gm44871	0	0	0	0	0	0	0	0	0	0
Gm44872	0	0	0	3	2	0	0	3	0	0
Gm44873	0	0	0	0	0	1	0	1	0	0
Gm44874	0	0	0	0	0	0	0	0	0	0
Gm44876	0	0	0	0	0	0	0	1	0	0
Gm44877	1	0	0	1	2	0	3	0	1	0
Gm44878	3	5	1	2	3	6	4	1	2	0
Gm44879	0	0	0	0	0	0	0	0	0	0
Gm44881	0	0	0	0	0	0	0	0	0	0
Gm44882	0	0	0	0	0	0	0	0	0	0
Gm44883	0	0	0	0	0	0	0	0	0	0
Gm44886	0	0	0	0	0	0	0	0	0	0
Gm44887	0	0	0	0	0	0	0	0	0	0
Gm44888	5	0	9	1	1	5	2	0	15	0
Gm44889	0	0	0	0	0	0	0	0	0	0
Gm4489	0	0	0	0	0	0	0	0	0	0
Gm44891	1	0	0	0	5	0	3	1	0	0
Gm44892	2	0	2	0	1	1	6	0	0	0
Gm44893	0	0	0	0	0	0	0	0	0	0
Gm44894	0	0	0	0	0	0	0	0	0	0
Gm44895	0	0	0	0	0	0	0	0	0	0
Gm44896	0	0	0	0	0	0	0	0	0	0
Gm44897	0	0	0	0	0	0	0	0	0	0
Gm44898	0	0	0	0	0	0	0	0	0	0
Gm44899	0	1	0	1	6	2	1	4	0	3
Gm44901	2	17	23	15	8	11	24	14	9	25
Gm44902	0	0	0	0	0	0	0	0	0	0
Gm44903	0	0	0	0	0	0	0	0	0	0
Gm44907	5	6	6	14	6	11	4	8	8	6
Gm44908	0	0	0	0	0	0	0	0	0	0
Gm44909	0	0	0	0	0	0	0	0	0	0
Gm4491	0	0	0	0	1	0	0	0	0	0
Gm44910	0	0	0	0	0	0	0	0	0	0
Gm44911	0	0	0	0	0	0	0	0	0	0
Gm44913	0	0	0	0	0	0	0	0	0	0
Gm44914	0	0	0	0	0	0	0	0	0	0
Gm44916	5	3	7	12	8	4	5	0	5	0
Gm44917	0	0	0	0	0	0	0	1	1	0
Gm44919	0	0	0	0	0	0	0	0	0	0
Gm44920	0	0	0	0	0	0	0	0	0	0
Gm44921	0	0	0	0	0	0	0	0	0	0
Gm44922	0	0	0	0	0	0	0	0	0	0
Gm44923	0	0	0	0	0	0	0	0	0	0
Gm44924	0	0	0	0	0	0	0	0	0	0
Gm44925	0	0	0	0	0	0	0	0	0	0
Gm44926	0	0	0	0	0	0	0	0	0	0
Gm44927	0	0	0	0	0	0	0	0	0	0
Gm44928	0	0	0	0	0	0	0	0	0	0
Gm44929	0	0	0	0	0	0	0	0	0	0
Gm44930	0	0	0	0	0	0	0	0	0	0
Gm44931	6	2	0	1	1	0	4	8	6	0
Gm44932	0	0	0	0	0	0	0	0	0	0
Gm44933	0	0	0	0	0	0	0	0	0	0
Gm44934	0	0	0	0	0	0	0	0	0	0
Gm44936	1	0	0	0	0	0	0	1	0	0
Gm44937	10	5	20	18	12	15	13	11	10	18
Gm44938	0	0	0	0	0	0	0	0	0	0
Gm44939	0	0	0	0	0	0	0	0	0	0
Gm44940	0	0	0	0	1	0	0	1	0	0
Gm44941	14	18	35	17	17	9	17	21	11	10
Gm44942	0	0	0	0	0	0	0	0	0	0
Gm44943	0	0	0	0	0	0	0	0	0	0
Gm44945	0	0	0	0	0	0	0	0	0	0
Gm44946	0	0	0	0	0	0	0	0	0	0
Gm44947	0	0	0	0	0	0	0	0	0	0
Gm44948	0	0	0	0	0	0	0	0	0	0
Gm44949	0	0	2	0	1	1	1	0	0	0
Gm44950	1	2	0	1	0	0	4	1	0	2
Gm44951	0	0	0	0	0	0	0	0	0	0
Gm44952	1	0	0	0	0	0	0	0	0	0
Gm44953	2	0	0	3	2	2	0	2	0	1
Gm44954	1	0	0	0	1	0	4	1	0	0
Gm44955	0	0	0	0	0	0	0	0	0	0
Gm44956	0	0	0	0	0	0	0	0	0	0
Gm44957	7	0	0	0	0	0	0	0	0	0
Gm44958	3	1	3	0	1	0	2	3	0	0
Gm44959	0	0	0	0	0	0	0	0	0	0
Gm44960	0	0	0	0	0	0	0	0	0	0
Gm44961	0	0	0	0	0	0	0	0	0	0
Gm44962	0	0	0	0	0	0	0	0	0	0
Gm44964	0	0	0	0	0	0	0	0	0	0
Gm44965	0	0	0	0	0	0	0	0	0	0
Gm44966	0	0	0	0	0	0	0	0	0	0
Gm44967	4	10	9	11	11	13	6	8	7	8
Gm44968	0	0	1	0	0	0	0	0	0	0
Gm44969	0	0	0	0	0	4	0	0	0	0
Gm44970	0	0	0	0	0	0	0	0	0	0
Gm44971	0	0	0	0	0	0	0	0	1	0
Gm44972	0	0	0	0	0	0	0	0	0	0
Gm44973	0	0	0	0	0	0	0	0	0	0
Gm44974	0	0	0	0	0	0	0	0	0	0
Gm44975	0	0	0	0	0	0	0	0	0	2
Gm44976	0	0	0	0	0	0	0	0	0	0
Gm44977	0	0	0	0	0	0	0	0	0	0
Gm44978	0	0	0	0	0	0	0	0	0	0
Gm44979	0	0	0	0	0	0	0	0	0	0
Gm4498	0	0	0	0	0	0	0	0	0	0
Gm44980	0	0	0	0	0	0	0	0	0	0
Gm44981	0	0	1	3	2	0	0	0	0	0
Gm44982	0	0	0	0	0	0	0	0	0	0
Gm44983	0	0	0	0	0	0	0	0	0	0
Gm44984	0	0	0	0	0	0	0	0	0	0
Gm44985	5	1	0	0	0	0	1	0	0	2
Gm44986	7	12	5	10	4	2	12	2	11	14
Gm44987	0	0	0	0	0	0	0	0	0	1
Gm44988	0	0	0	0	0	0	0	0	0	0
Gm44989	0	0	0	0	0	0	0	0	0	0
Gm44990	0	0	0	0	0	0	0	0	0	0
Gm44991	0	0	0	0	0	0	0	0	0	0
Gm44992	0	0	0	0	0	0	0	0	0	0
Gm44993	0	0	0	0	0	0	0	0	0	0
Gm44995	0	0	0	6	2	2	3	1	0	0
Gm44996	0	0	0	0	0	0	0	0	0	0
Gm44997	0	0	0	0	0	0	0	0	0	0
Gm44998	0	0	0	0	0	0	0	0	0	0
Gm44999	0	0	0	0	0	0	0	0	0	0
Gm45001	2	3	1	0	2	3	0	0	0	8
Gm45002	0	0	0	0	0	0	0	0	0	0
Gm45003	0	0	0	0	0	0	0	0	0	0
Gm45004	0	0	0	0	0	0	0	0	0	0
Gm45005	0	0	0	0	0	0	0	0	0	0
Gm45006	0	0	0	0	0	0	0	0	0	0
Gm45007	0	0	0	0	0	0	0	0	0	0
Gm45008	0	0	0	0	0	0	0	0	0	0
Gm4501	0	0	0	0	0	0	0	0	0	0
Gm45011	0	0	0	0	0	0	0	0	0	0
Gm45012	0	0	0	0	0	0	0	0	0	0
Gm45013	0	0	0	0	0	0	0	0	0	0
Gm45014	21	12	23	23	31	13	17	9	13	4
Gm45015	0	0	0	0	0	0	0	0	0	0
Gm45016	2	7	1	6	3	2	1	0	3	6
Gm45017	0	0	0	0	0	0	0	0	0	0
Gm45020	0	0	0	0	0	0	0	0	0	0
Gm45021	0	0	0	0	0	0	0	0	0	0
Gm45022	1	0	1	1	2	3	0	2	0	0
Gm45023	0	0	0	0	0	0	0	0	0	0
Gm45024	0	0	0	0	0	0	0	0	0	0
Gm45025	0	0	0	0	0	0	0	0	0	0
Gm45026	0	0	0	0	0	0	0	0	0	0
Gm45027	0	0	1	0	0	0	1	4	1	1
Gm45029	0	0	1	0	0	0	0	1	0	0
Gm45030	0	0	0	0	0	0	0	0	0	0
Gm45031	0	0	0	0	0	0	0	0	0	0
Gm45032	0	0	0	0	0	0	0	0	0	0
Gm45033	2	0	0	0	0	0	0	2	0	0
Gm45034	0	0	0	0	0	0	0	0	0	0
Gm45037	0	0	0	0	0	0	0	0	0	0
Gm45038	0	0	0	0	0	0	0	0	0	0
Gm45039	1	0	0	0	0	0	0	0	0	0
Gm45040	0	0	0	0	0	0	0	0	0	0
Gm45041	0	4	0	2	8	0	0	0	0	2
Gm45042	0	0	0	0	0	0	0	0	0	0
Gm45044	0	0	0	0	0	0	0	0	0	0
Gm45045	0	0	0	0	0	0	0	0	0	0
Gm45047	0	0	0	0	0	0	0	0	0	0
Gm45048	0	0	0	0	0	0	0	0	0	0
Gm45049	0	0	0	0	0	0	0	0	0	0
Gm45051	29	10	18	17	24	14	19	14	12	36
Gm45052	0	0	0	1	0	1	0	0	0	0
Gm45053	10	3	0	6	2	5	4	3	2	2
Gm45054	0	0	0	0	0	0	0	0	0	0
Gm45056	0	0	0	0	0	0	0	0	0	0
Gm45058	0	0	0	0	0	0	0	0	0	0
Gm45059	13	6	3	0	6	4	3	5	2	1
Gm45060	0	0	0	0	0	0	0	0	0	0
Gm45061	0	0	0	0	0	0	0	0	0	0
Gm45062	0	0	0	0	0	0	0	0	0	0
Gm45063	0	0	0	0	0	0	0	0	0	0
Gm45064	0	0	0	0	0	0	0	0	0	0
Gm45066	0	0	0	0	0	0	0	0	0	0
Gm45069	6	3	7	8	6	10	12	8	24	13
Gm45070	0	0	0	0	0	0	0	0	0	0
Gm45071	0	0	0	0	0	0	0	0	0	0
Gm45072	0	0	0	0	0	0	0	0	0	0
Gm45073	0	1	0	4	3	0	6	1	0	0
Gm45074	0	2	0	7	0	0	0	0	2	4
Gm45075	0	0	0	0	0	0	0	0	0	0
Gm45076	0	0	0	0	0	1	0	2	3	2
Gm45078	0	0	0	0	0	0	0	0	0	0
Gm45079	0	0	0	0	0	0	0	0	0	0
Gm45080	3	1	0	2	0	1	4	1	0	0
Gm45081	0	8	0	2	1	0	3	0	1	0
Gm45082	0	0	0	0	0	0	0	0	0	0
Gm45083	0	0	0	0	0	0	0	0	0	0
Gm45084	2	5	8	5	3	8	0	3	4	6
Gm45085	0	0	0	0	0	4	0	1	0	0
Gm45086	0	0	0	0	0	0	0	0	0	0
Gm45088	1	2	0	0	0	0	0	0	1	4
Gm45089	0	0	0	0	0	0	0	0	0	0
Gm45090	0	0	0	0	0	0	0	0	0	0
Gm45091	0	0	0	3	0	0	0	2	0	0
Gm45092	0	0	0	0	0	0	0	0	0	0
Gm45093	0	0	0	0	0	0	0	0	0	0
Gm45094	49	69	59	77	55	63	54	70	61	56
Gm45095	1	1	2	6	3	3	2	3	1	2
Gm45096	3	0	0	0	0	0	0	0	0	0
Gm45098	0	0	0	0	0	0	0	0	0	0
Gm4510	0	0	0	0	0	0	0	0	0	0
Gm45100	0	0	0	0	0	0	0	0	1	0
Gm45101	0	0	0	0	0	0	0	0	0	0
Gm45102	0	0	0	0	0	0	0	0	0	0
Gm45104	0	0	0	0	0	0	0	0	0	0
Gm45105	0	0	0	0	0	0	0	0	0	0
Gm45110	15	14	20	17	4	5	30	32	6	26
Gm45112	1	2	0	0	0	5	8	0	0	5
Gm45113	1	0	0	0	1	0	1	0	0	0
Gm45114	0	0	0	0	0	0	0	0	0	0
Gm45115	0	0	0	0	0	0	0	0	0	0
Gm45116	0	0	0	0	0	0	0	0	0	0
Gm45117	1	0	0	0	0	0	0	2	0	0
Gm45118	0	0	0	0	0	0	0	0	0	0
Gm45119	0	0	0	0	0	0	0	0	0	0
Gm45120	6	4	5	9	4	8	7	5	5	5
Gm45121	0	0	0	0	0	0	0	0	0	2
Gm45122	0	0	0	0	0	0	0	0	0	0
Gm45124	0	0	0	0	0	0	0	0	0	0
Gm45125	0	0	0	0	0	0	0	0	0	0
Gm45126	0	0	0	0	0	0	0	0	0	0
Gm45127	0	0	0	0	0	0	0	0	0	0
Gm45129	0	0	0	0	0	0	0	0	0	0
Gm4513	0	0	0	0	0	0	0	0	0	0
Gm45130	0	0	0	0	1	0	0	0	0	1
Gm45131	0	0	0	0	0	0	0	0	0	0
Gm45132	0	0	0	0	0	0	0	0	0	0
Gm45133	7	11	7	2	9	9	13	6	0	10
Gm45134	0	0	0	0	0	0	0	0	0	0
Gm45135	0	0	0	0	0	0	0	0	0	0
Gm45136	0	0	0	0	0	0	0	0	0	0
Gm45137	3	0	0	22	1	6	0	5	17	9
Gm45139	0	0	0	0	0	0	0	0	0	0
Gm45140	7	0	5	4	2	3	1	1	3	10
Gm45141	0	0	1	0	0	2	0	0	0	0
Gm45144	0	0	0	0	0	0	0	0	0	0
Gm45145	0	0	0	0	0	0	0	0	0	0
Gm45146	0	0	0	0	0	0	0	0	0	0
Gm45147	0	0	0	0	0	0	0	0	0	0
Gm45148	0	0	3	4	2	1	0	0	2	1
Gm45149	0	0	0	0	0	0	0	0	0	0
Gm45150	0	0	0	1	0	0	0	0	0	0
Gm45151	0	0	0	0	0	0	0	0	0	0
Gm45153	95	109	86	148	105	103	103	124	72	123
Gm45155	6	6	11	5	8	5	32	4	2	4
Gm45156	0	0	0	0	0	0	0	0	0	0
Gm45157	0	0	0	0	0	0	0	0	0	0
Gm45159	0	0	0	0	0	0	0	0	0	0
Gm45160	0	0	0	0	0	0	0	0	0	0
Gm45161	1	0	0	0	0	0	0	0	0	0
Gm45162	1	1	3	0	0	1	1	1	0	3
Gm45163	0	0	0	0	0	0	0	0	0	0
Gm45164	0	0	0	0	0	0	0	0	0	0
Gm45165	0	0	0	0	0	0	0	0	0	0
Gm45166	0	0	0	0	0	0	0	0	0	0
Gm45167	1	0	0	0	0	1	0	0	0	0
Gm45168	0	0	1	0	1	0	0	1	0	1
Gm45169	0	0	0	0	0	0	0	0	0	0
Gm45170	0	0	0	0	0	0	0	0	0	0
Gm45171	0	0	0	0	0	0	0	0	0	0
Gm45172	0	0	0	0	0	0	0	0	0	0
Gm45173	0	0	0	0	0	0	0	0	0	0
Gm45174	0	0	0	0	0	0	0	0	0	0
Gm45175	0	0	0	0	0	0	0	0	0	0
Gm45176	0	0	0	0	0	0	0	0	0	0
Gm45177	0	0	0	0	0	0	0	0	0	0
Gm45178	0	0	0	0	1	0	0	0	0	0
Gm45179	0	0	0	0	0	0	0	0	0	0
Gm4518	1	0	5	0	0	4	3	0	1	4
Gm45181	0	0	0	0	0	0	0	0	0	0
Gm45182	0	0	0	0	0	0	0	2	0	0
Gm45183	0	0	0	0	0	0	0	0	0	0
Gm45184	0	1	0	0	1	1	1	0	0	0
Gm45185	0	0	0	0	1	0	0	0	0	0
Gm45186	0	0	0	4	0	1	0	4	0	2
Gm45187	5	0	3	0	0	5	0	0	0	0
Gm45188	5	0	0	0	5	7	0	0	0	0
Gm45189	0	0	0	0	0	0	0	0	0	0
Gm45191	74	43	109	131	120	91	93	65	37	93
Gm45192	0	0	0	0	0	0	0	0	0	0
Gm45193	0	0	0	0	0	0	0	0	0	0
Gm45194	0	0	0	0	0	0	0	0	0	0
Gm45195	2	0	0	0	0	0	0	0	0	0
Gm45196	0	0	0	0	0	0	0	0	0	0
Gm45197	0	0	0	0	0	0	0	0	0	0
Gm45198	0	0	0	0	0	0	0	0	0	0
Gm45199	0	0	0	0	0	0	0	0	0	0
Gm45200	0	0	0	0	0	0	0	0	0	0
Gm45201	0	0	4	0	0	2	1	0	0	5
Gm45202	0	0	0	0	0	0	0	0	0	0
Gm45203	20	8	16	6	16	21	11	5	8	6
Gm45204	0	1	0	0	0	0	0	0	0	0
Gm45205	3	9	4	7	4	5	2	12	2	5
Gm45206	8	0	4	2	3	0	12	0	2	0
Gm45207	0	0	0	0	0	0	0	0	0	0
Gm45208	0	0	0	0	0	0	0	0	0	0
Gm45209	0	0	0	0	0	0	0	0	0	0
Gm45210	0	0	0	0	0	0	0	0	0	0
Gm45211	0	0	0	0	0	0	0	0	0	0
Gm45212	11	3	11	2	0	2	0	1	1	1
Gm45213	0	0	0	0	0	0	0	0	0	0
Gm45215	0	0	0	0	0	0	0	0	0	0
Gm45216	2	0	4	0	0	0	0	0	0	1
Gm45217	0	1	1	6	7	2	2	0	0	0
Gm45218	0	0	0	0	0	0	0	0	0	0
Gm45219	0	0	0	0	0	0	0	0	0	0
Gm45220	18	35	42	45	29	33	32	43	59	58
Gm45221	10	27	23	19	17	13	25	24	15	27
Gm45222	67	49	39	37	52	36	19	75	47	22
Gm45223	568	457	744	477	552	445	598	523	474	527
Gm45224	0	0	0	0	0	0	0	0	0	0
Gm45225	0	0	0	0	0	0	0	0	0	0
Gm45226	4	0	0	0	0	0	3	0	0	0
Gm45227	0	0	0	0	0	0	0	0	0	0
Gm45228	0	0	0	0	0	0	0	0	0	0
Gm45231	0	0	0	0	0	0	0	0	0	0
Gm45232	0	0	0	0	0	0	0	0	0	0
Gm45233	0	0	0	0	0	0	0	0	0	0
Gm45234	0	0	1	0	0	0	0	0	0	0
Gm45235	4	40	40	22	62	39	37	33	27	18
Gm45236	0	0	0	0	0	0	0	0	0	0
Gm45237	0	0	0	0	0	0	0	0	0	0
Gm45238	0	0	0	0	0	0	0	0	0	0
Gm4524	0	0	0	0	0	0	0	0	0	0
Gm45240	1	1	2	0	1	3	0	1	0	0
Gm45241	0	0	0	0	0	0	0	0	0	0
Gm45242	19	3	7	15	16	17	21	14	6	15
Gm45244	0	0	0	0	0	0	0	0	0	0
Gm45245	0	0	0	0	0	0	0	0	0	0
Gm45246	0	1	0	1	2	0	1	1	1	2
Gm45247	0	0	0	0	0	0	0	0	0	0
Gm45249	0	0	0	0	0	0	0	0	0	0
Gm4525	0	0	0	0	0	0	4	0	0	0
Gm45250	72	14	37	29	10	44	37	46	27	50
Gm45251	71	53	82	65	71	84	93	142	80	85
Gm45252	0	0	0	0	0	0	0	0	0	0
Gm45253	0	0	0	0	0	0	0	0	0	0
Gm45255	0	0	0	0	0	0	0	0	0	0
Gm45257	0	0	0	0	0	0	0	0	0	0
Gm45258	0	0	0	0	0	0	0	0	0	0
Gm45259	1	0	0	0	0	0	0	0	0	0
Gm4526	0	0	0	0	0	0	0	0	0	0
Gm45261	0	0	0	0	0	0	0	0	0	0
Gm45262	0	0	0	0	0	0	0	0	0	0
Gm45263	0	0	0	0	0	0	0	0	0	0
Gm45264	0	0	0	0	0	0	0	0	0	0
Gm45265	0	0	0	0	0	0	0	0	0	0
Gm45266	14	9	16	18	5	7	25	12	12	15
Gm45267	3	3	2	2	3	8	3	2	2	3
Gm45268	0	0	0	0	0	0	3	0	0	0
Gm45269	0	4	0	6	2	3	1	2	2	2
Gm45271	0	0	0	0	0	0	0	0	0	0
Gm45272	0	0	0	0	0	0	0	0	0	0
Gm45273	0	0	0	0	0	0	0	0	0	0
Gm45274	0	0	0	0	0	0	0	0	0	0
Gm45275	0	0	0	0	0	0	0	0	0	0
Gm45276	0	0	0	0	0	0	0	0	0	0
Gm45277	0	0	0	0	0	0	0	0	0	0
Gm45278	0	0	0	0	0	0	0	0	0	0
Gm45279	0	0	0	0	0	0	0	0	0	0
Gm4528	0	0	0	0	0	0	0	0	0	0
Gm45280	0	0	0	0	0	0	0	0	0	0
Gm45282	0	1	2	0	0	0	0	0	0	0
Gm45283	0	0	0	0	0	0	0	0	0	0
Gm45285	1	0	5	0	1	0	0	0	0	2
Gm45286	3	1	15	0	3	1	6	0	2	0
Gm45288	0	0	0	0	0	0	0	0	0	0
Gm45289	0	5	2	2	2	1	3	1	3	0
Gm45290	18	6	4	11	7	7	16	18	5	0
Gm45292	3	1	13	4	4	2	3	1	2	5
Gm45293	7	9	7	0	2	3	0	0	3	3
Gm45294	0	2	0	0	1	0	0	0	0	0
Gm45295	0	0	0	0	0	0	0	0	0	0
Gm45296	0	0	0	0	0	0	0	0	0	0
Gm45297	0	0	0	0	1	0	0	0	0	0
Gm45299	0	0	0	0	0	0	0	0	0	0
Gm45301	0	0	0	0	0	0	0	0	0	0
Gm45303	0	0	0	0	0	0	0	0	0	0
Gm45304	0	0	0	0	0	0	0	0	0	0
Gm45305	0	0	0	0	0	0	0	0	0	0
Gm45307	0	0	0	0	0	0	0	0	0	0
Gm45308	0	0	0	0	1	0	2	0	0	0
Gm45309	8	12	10	4	5	2	4	3	1	3
Gm45310	0	0	0	0	0	0	0	0	0	0
Gm45311	1	0	0	9	5	1	0	3	3	0
Gm45312	0	0	0	0	0	0	0	0	0	0
Gm45313	3	0	3	6	1	2	4	5	3	4
Gm45315	0	0	0	0	0	0	0	0	0	0
Gm45316	0	1	0	1	0	0	0	0	0	0
Gm45317	0	0	0	0	0	0	0	0	0	0
Gm45319	0	0	0	0	0	0	0	0	0	0
Gm45321	0	0	0	0	0	0	0	0	0	0
Gm45322	0	0	0	0	0	0	0	0	0	0
Gm45323	0	0	0	0	0	0	0	0	0	0
Gm45324	0	0	0	0	0	0	0	0	0	0
Gm45326	0	0	0	0	0	0	0	0	0	0
Gm45327	0	0	0	0	0	0	0	0	0	0
Gm45328	0	0	0	0	0	0	0	0	0	0
Gm45330	0	0	0	0	0	0	0	0	0	0
Gm45331	0	0	0	0	0	0	0	0	0	0
Gm45332	0	0	0	0	0	0	0	0	0	0
Gm45334	0	0	0	0	0	0	0	0	0	0
Gm45335	0	0	0	0	0	0	0	0	0	0
Gm45336	0	0	0	0	0	0	0	0	0	0
Gm45337	0	0	0	0	0	0	0	0	0	0
Gm45338	0	0	0	0	0	0	0	0	0	0
Gm45339	0	0	0	0	0	0	0	0	0	0
Gm45341	0	0	0	0	0	0	0	0	0	0
Gm45342	3	17	7	13	18	5	12	14	8	4
Gm45343	22	30	17	43	34	20	28	24	27	43
Gm45344	0	0	0	1	2	2	0	1	0	3
Gm45345	2	0	1	1	3	1	3	11	2	3
Gm45346	0	0	0	0	0	0	0	0	0	0
Gm45349	0	0	0	0	0	0	0	0	0	0
Gm4535	2	0	0	0	1	0	0	0	0	0
Gm45350	0	0	0	0	0	0	0	0	0	0
Gm45351	0	0	0	0	0	0	0	0	0	0
Gm45352	0	0	0	0	0	0	0	0	0	0
Gm45353	0	2	5	1	1	2	1	5	2	2
Gm45354	0	0	0	2	0	0	0	0	0	2
Gm45355	8	3	5	4	2	2	1	2	2	3
Gm45356	0	0	0	0	0	0	2	0	1	0
Gm45358	0	11	1	0	0	0	0	0	0	10
Gm45359	0	0	0	0	0	0	0	0	1	0
Gm4536	0	0	0	0	0	0	0	0	0	0
Gm45360	0	0	0	1	3	3	0	0	0	0
Gm45363	0	0	0	0	0	0	0	0	0	0
Gm45364	0	0	0	0	0	0	0	0	0	0
Gm45365	0	0	0	0	0	0	0	0	0	0
Gm45366	0	0	0	0	0	0	0	0	0	0
Gm45367	0	0	0	0	0	0	0	0	0	0
Gm45368	0	0	0	0	0	0	0	0	0	0
Gm45370	0	1	0	0	0	0	0	0	0	0
Gm45371	0	0	0	0	0	0	0	0	0	0
Gm45374	0	0	0	0	0	0	0	0	0	0
Gm45375	0	0	0	0	0	0	0	0	0	0
